姓名,学号,证件号,学校,性别,年龄,居住地,家庭规模,父母婚姻状况,母亲受教育水平,父亲受教育水平,母亲工作,父亲工作
Tracy,F202400766,318939055,GP,F,19,U,LE3,A,1,1,other,other
Lynn,F202400767,361837527,GP,F,18,U,GT3,T,2,2,other,other
Nash,F202400768,669535938,GP,F,17,U,GT3,T,2,2,other,other
Tony,F202400769,724685740,GP,F,17,R,LE3,T,2,2,services,services
Justin,F202400770,106869663,GP,F,17,U,GT3,T,3,1,services,services
Eden,F202400771,935937013,GP,F,17,U,LE3,T,0,2,at_home,at_home
Linda,F202400772,613844283,GP,F,18,U,GT3,T,1,1,other,other
Martha,F202400773,180833023,GP,M,18,U,GT3,T,4,4,other,other
Casey,F202400774,640924295,GP,M,17,U,GT3,T,3,3,other,services
Judith,F202400775,186273736,GP,M,17,R,GT3,T,2,2,services,other
Harper,F202400776,489669246,GP,F,17,U,GT3,T,4,4,teacher,services
Angela,F202400777,790655156,GP,F,17,U,GT3,T,4,4,teacher,teacher
Caleb,F202400778,999667243,GP,F,17,U,GT3,T,3,3,at_home,other
Andrew,F202400779,909982354,GP,M,18,U,LE3,T,2,2,other,other
Julie,F202400780,475584729,GP,M,19,R,GT3,T,3,2,at_home,services
Joan,F202400781,371887658,GP,F,18,U,GT3,T,2,2,at_home,other
Katherine,F202400782,448743101,GP,F,17,R,GT3,T,2,4,at_home,other
Fletcher,F202400783,887215256,GP,M,18,U,GT3,T,2,2,other,other
Leah,F202400784,918593398,GP,F,18,U,GT3,T,3,3,services,services
Melanie,F202400785,484925913,GP,F,18,U,LE3,T,2,2,other,other
Chase,F202400786,186565523,GP,F,18,R,GT3,T,2,2,at_home,other
Howard,F202400787,668564357,GP,F,17,U,GT3,T,3,4,services,other
Frank,F202400788,955733354,GP,F,17,U,GT3,T,3,2,other,other
Thea,F202400789,204418741,GP,F,18,U,LE3,T,3,3,services,services
Gabriel,F202400790,589057064,GP,F,17,R,GT3,A,3,2,other,other
Ryan,F202400791,982278672,GP,M,18,U,GT3,T,4,4,teacher,services
Megan,F202400792,201397938,GP,M,18,U,LE3,T,3,4,services,other
Evelyn,F202400793,556851058,GP,F,17,U,GT3,A,2,2,at_home,at_home
Patrick,F202400794,216697745,GP,F,18,U,GT3,T,2,3,at_home,other
Andrea,F202400795,981796078,GP,F,18,U,GT3,T,3,2,other,services
Valerie,F202400796,931356214,GP,M,18,R,GT3,T,4,3,teacher,services
Frank,F202400797,755371781,GP,M,18,U,GT3,T,4,3,teacher,other
David,F202400798,326067507,GP,F,17,U,GT3,T,4,3,health,other
Sylvia,F202400799,296610347,GP,F,17,U,GT3,T,2,1,services,other
Patricia,F202400800,448618196,GP,F,17,U,GT3,T,2,1,services,other
Walter,F202400801,413614687,GP,F,19,U,LE3,A,2,3,at_home,other
Ryan,F202400802,494706094,GP,F,17,U,GT3,T,3,1,other,at_home
Oliver,F202400803,493012686,GP,F,21,U,LE3,T,4,4,other,other
Trevor,F202400804,867993185,GP,M,18,U,LE3,T,2,2,services,services
Jackson,F202400805,132232301,GP,M,18,U,LE3,A,3,4,other,other
Sandra,F202400806,438129697,GP,F,17,U,GT3,T,2,2,services,services
Christina,F202400807,166424578,GP,M,17,U,LE3,A,4,4,health,other
Liam,F202400808,334663015,GP,F,18,U,LE3,T,4,2,teacher,other
Connor,F202400809,101083946,GP,M,21,R,LE3,T,1,1,at_home,other
Leonard,F202400810,868463767,GP,F,20,R,GT3,T,1,1,other,other
Kimberly,F202400811,211087393,GP,F,19,U,GT3,T,4,4,teacher,other
Bryan,F202400812,539571714,GP,M,17,U,LE3,A,3,2,other,other
Felix,F202400813,402348703,GP,F,18,U,GT3,T,3,2,at_home,other
Maddox,F202400814,476167626,GP,M,18,R,GT3,T,2,3,other,services
Mark,F202400815,828728780,GP,M,19,U,GT3,T,2,1,other,other
Dennis,F202400816,506080436,GP,F,18,U,LE3,A,2,2,services,other
Albert,F202400817,615698352,GP,F,20,U,GT3,T,1,0,other,other
Claude,F202400818,427012191,GP,F,18,U,GT3,T,3,2,services,other
Malcolm,F202400819,291367829,MS,F,16,U,GT3,T,1,3,at_home,other
Malcolm,F202400820,514197488,MS,F,16,R,GT3,T,2,2,other,other
Alex,F202400821,554072036,MS,F,15,R,GT3,T,1,1,at_home,services
Jade,F202400822,913927674,MS,F,15,R,GT3,T,3,3,at_home,other
Cameron,F202400823,801609428,MS,F,16,R,GT3,T,2,3,at_home,services
Daphne,F202400824,206723990,MS,F,15,R,LE3,T,2,1,at_home,other
Nicole,F202400825,214536931,MS,M,16,R,LE3,A,4,4,at_home,other
Vanessa,F202400826,796946856,MS,M,16,U,GT3,A,1,2,other,other
Sam,F202400827,565705407,MS,F,17,R,GT3,T,3,2,at_home,other
Derek,F202400828,247862435,MS,F,17,R,GT3,T,1,1,other,other
Brian,F202400829,402337876,MS,F,15,R,GT3,T,4,4,teacher,other
Bethany,F202400830,937616774,MS,F,16,U,LE3,A,2,2,at_home,other
Justin,F202400831,748571095,MS,F,15,R,LE3,T,1,1,at_home,services
Edward,F202400832,236986353,MS,F,15,R,LE3,T,1,1,other,services
Jennifer,F202400833,864355738,MS,F,16,R,GT3,T,0,2,other,other
Jade,F202400834,139894877,MS,F,17,R,GT3,T,2,3,other,other
Ryan,F202400835,179854297,MS,F,15,R,GT3,T,3,3,other,services
June,F202400836,710800493,MS,M,16,U,GT3,T,1,1,at_home,services
Jill,F202400837,906780284,MS,M,17,U,GT3,T,1,1,other,other
Ryan,F202400838,660128861,MS,M,15,R,LE3,T,4,1,health,services
James,F202400839,194459735,MS,M,15,R,LE3,T,4,1,health,services
Martin,F202400840,683072709,MS,M,16,R,GT3,T,3,4,other,health
Christine,F202400841,426476179,MS,M,15,R,GT3,T,1,1,other,other
Fred,F202400842,784020722,MS,M,15,U,LE3,T,3,3,at_home,at_home
Barbara,F202400843,580828743,MS,M,17,R,GT3,T,2,1,other,other
Logan,F202400844,853285707,MS,F,16,R,GT3,T,4,4,teacher,teacher
Adrian,F202400845,557463274,MS,F,15,R,GT3,T,1,2,other,services
Tyler,F202400846,285628996,MS,F,16,R,GT3,T,2,3,other,services
Irene,F202400847,950759430,MS,M,16,R,GT3,T,1,2,other,other
Rachel,F202400848,142293960,MS,F,16,R,GT3,T,2,2,other,other
Jasper,F202400849,256015612,MS,F,16,U,GT3,T,1,2,other,services
Alexander,F202400850,997797957,MS,F,16,U,GT3,T,1,2,other,services
Eugene,F202400851,457477757,MS,F,15,U,GT3,T,2,1,at_home,other
Paula,F202400852,219177427,MS,F,16,U,GT3,T,1,1,at_home,other
Veronica,F202400853,412289099,MS,M,17,R,LE3,T,1,2,at_home,services
Franklin,F202400854,549716910,MS,F,16,R,GT3,T,1,1,other,other
Earl,F202400855,251912590,MS,F,16,R,GT3,T,1,1,at_home,other
Laura,F202400856,966863085,MS,F,15,R,GT3,T,1,1,at_home,other
Susan,F202400857,738306243,MS,F,16,R,GT3,T,1,1,at_home,other
Wanda,F202400858,425715698,MS,F,15,R,GT3,T,1,1,at_home,at_home
Jeffrey,F202400859,356264362,MS,F,15,R,LE3,T,2,2,other,other
Olivia,F202400860,271711016,MS,M,16,R,GT3,T,1,1,at_home,other
Brooke,F202400861,307904332,MS,F,18,U,GT3,T,1,2,other,other
Victor,F202400862,484745595,MS,M,15,U,GT3,T,3,1,other,services
Tammy,F202400863,813766080,MS,F,16,R,GT3,T,2,2,other,services
Tyler,F202400864,957908446,MS,M,15,U,GT3,T,2,2,health,other
Owen,F202400865,638558209,MS,M,16,U,GT3,T,4,4,other,teacher
Hugo,F202400866,310680603,MS,F,15,R,GT3,T,3,3,services,other
Abigail,F202400867,209403794,MS,F,16,R,GT3,T,2,2,at_home,other
Erin,F202400868,630509619,MS,F,16,R,LE3,T,2,2,other,other
Noah,F202400869,766097805,MS,M,16,U,LE3,T,2,1,at_home,services
Blake,F202400870,658319287,MS,M,15,R,LE3,T,1,3,at_home,other
Susan,F202400871,229483244,MS,F,15,U,GT3,T,2,2,other,services
Caroline,F202400872,666425876,MS,F,16,R,LE3,T,2,1,other,other
Christina,F202400873,332228347,MS,M,15,U,GT3,T,3,3,services,services
Jessica,F202400874,790352693,MS,F,16,R,GT3,T,1,1,at_home,other
Johnny,F202400875,291283175,MS,F,17,U,GT3,T,2,2,other,at_home
Harry,F202400876,646001569,MS,F,19,U,GT3,T,2,3,at_home,services
Andrew,F202400877,763666005,MS,F,17,R,GT3,T,2,1,at_home,other
Gavin,F202400878,543566179,MS,F,15,R,LE3,T,1,1,at_home,other
Malcolm,F202400879,239062358,MS,F,16,R,GT3,T,2,2,other,other
Amanda,F202400880,367960329,MS,F,16,U,LE3,A,2,2,other,other
Violet,F202400881,118594150,MS,F,17,R,GT3,T,2,2,at_home,other
Sophia,F202400882,427748496,MS,F,16,U,GT3,T,2,2,other,services
Steven,F202400883,827605361,MS,F,18,R,LE3,A,3,2,other,other
Maxwell,F202400884,673098154,MS,F,19,U,GT3,T,1,1,at_home,services
Molly,F202400885,273781443,MS,M,18,R,GT3,T,1,1,other,other
Paul,F202400886,318831532,MS,F,18,R,GT3,T,1,1,at_home,at_home
Trevor,F202400887,133509676,MS,F,19,U,GT3,T,1,1,other,other
Cora,F202400888,913567976,MS,F,16,R,GT3,A,2,2,health,other
William,F202400889,331344578,MS,F,17,U,GT3,T,0,1,other,at_home
Howard,F202400890,489736666,MS,F,16,R,LE3,T,1,2,at_home,other
Keith,F202400891,757010447,MS,F,16,U,GT3,T,3,3,other,other
Victor,F202400892,364077567,MS,F,16,R,LE3,T,1,1,services,services
Nathan,F202400893,256308238,MS,M,17,U,GT3,T,3,3,services,at_home
Deborah,F202400894,364097426,MS,F,16,U,GT3,T,2,1,other,services
Gloria,F202400895,840334493,MS,F,16,U,GT3,T,2,2,services,other
Julia,F202400896,159663143,MS,M,17,U,GT3,T,1,2,other,other
Scott,F202400897,771411166,MS,M,16,U,LE3,T,4,3,other,other
Hugo,F202400898,901096470,MS,M,17,R,LE3,T,2,2,services,services
David,F202400899,527335084,MS,F,16,U,GT3,T,1,1,other,other
Debra,F202400900,682248133,MS,F,19,U,LE3,T,2,2,other,other
Cassandra,F202400901,328482986,MS,F,17,R,GT3,T,1,1,at_home,other
Theodore,F202400902,117182529,MS,F,20,U,GT3,T,3,3,at_home,services
Jim,F202400903,844862465,MS,F,17,U,LE3,T,1,1,other,services
Magnus,F202400904,594030291,MS,M,17,R,GT3,T,2,2,other,other
Christine,F202400905,765596970,MS,F,16,R,LE3,T,1,1,at_home,other
Heather,F202400906,438394084,MS,F,17,R,GT3,T,2,2,other,other
Samantha,F202400907,361395990,MS,F,17,U,GT3,A,1,0,other,other
John,F202400908,372970175,MS,F,18,R,GT3,T,1,1,at_home,other
Samuel,F202400909,741988776,MS,F,16,U,GT3,T,3,1,other,other
Brandy,F202400910,561037400,MS,F,16,U,GT3,T,3,2,services,at_home
Paula,F202400911,572468593,MS,F,18,U,LE3,T,1,1,other,at_home
Robin,F202400912,544369917,MS,F,16,R,GT3,T,4,4,health,teacher
Joseph,F202400913,789166618,MS,F,16,R,LE3,T,1,2,other,other
Victor,F202400914,804046226,MS,F,18,U,GT3,A,2,4,other,services
Franklin,F202400915,811226149,MS,M,16,R,GT3,T,2,1,other,services
Bruce,F202400916,896043500,MS,F,16,U,LE3,T,1,1,at_home,other
Grant,F202400917,361561443,MS,F,16,R,GT3,T,2,3,at_home,services
Theodore,F202400918,158212266,MS,F,16,U,GT3,T,4,4,health,health
Rose,F202400919,331895695,MS,M,18,U,LE3,T,4,4,at_home,health
River,F202400920,952322160,MS,F,16,R,LE3,T,3,4,at_home,other
Samuel,F202400921,869342315,MS,M,17,U,LE3,T,4,4,other,services
Gavin,F202400922,372503550,MS,F,17,R,GT3,T,4,1,other,other
Victoria,F202400923,389146065,MS,M,16,U,LE3,T,2,2,services,services
Cole,F202400924,604104386,MS,F,17,R,GT3,T,2,2,at_home,other
Axel,F202400925,134350976,MS,F,16,U,LE3,T,4,4,services,services
Travis,F202400926,297965193,MS,M,17,U,GT3,T,3,3,services,services
Barbara,F202400927,596833872,MS,M,17,U,GT3,T,1,1,at_home,services
Irene,F202400928,607299937,MS,M,16,U,GT3,T,2,1,health,services
Danielle,F202400929,270996254,MS,F,16,U,LE3,T,2,1,other,services
Zoe,F202400930,425655801,MS,M,16,U,LE3,T,4,4,teacher,health
Roger,F202400931,144156188,MS,M,15,R,GT3,T,1,2,other,services
Isaac,F202400932,459306120,MS,M,15,U,LE3,A,2,2,other,other
Miranda,F202400933,192211416,MS,M,15,U,LE3,A,2,1,services,services
Emma,F202400934,977017004,MS,F,16,R,LE3,T,2,2,other,other
Phoenix,F202400935,795423588,MS,F,16,U,LE3,T,4,1,other,other
Hunter,F202400936,458207955,MS,F,17,U,GT3,T,3,2,at_home,other
Steven,F202400937,672420952,MS,F,17,R,GT3,T,2,2,other,other
Logan,F202400938,931855766,MS,F,16,U,GT3,T,4,4,teacher,services
Hannah,F202400939,556840048,MS,M,17,R,GT3,T,4,4,health,other
Aidan,F202400940,700175266,MS,M,17,R,LE3,T,1,3,other,other
Knox,F202400941,942154069,MS,M,17,U,GT3,T,3,4,services,other
Regina,F202400942,869572429,MS,F,17,U,GT3,T,4,4,health,health
Silas,F202400943,243066318,MS,M,16,R,LE3,T,4,1,other,at_home
Gloria,F202400944,131905967,MS,F,17,U,GT3,A,1,1,at_home,at_home
Parker,F202400945,191995649,MS,F,17,R,GT3,T,4,2,other,other
Lynn,F202400946,266361000,MS,M,16,U,LE3,A,2,2,other,services
Cameron,F202400947,662300774,MS,M,17,U,GT3,T,3,2,other,other
Nina,F202400948,359138909,MS,M,19,U,GT3,T,1,1,other,other
Hunter,F202400949,713400617,MS,M,17,U,LE3,A,1,0,other,other
Liam,F202400950,163926277,MS,F,17,R,GT3,T,1,1,at_home,at_home
Darren,F202400951,685404347,MS,F,16,R,GT3,T,1,2,other,other
Sharon,F202400952,299804284,MS,M,16,R,LE3,T,1,2,other,at_home
Liam,F202400953,445211261,MS,F,17,R,GT3,T,3,1,other,other
Brenda,F202400954,587747569,MS,M,17,R,GT3,T,2,2,other,other
Jay,F202400955,441103768,MS,M,18,R,GT3,T,1,0,at_home,at_home
Megan,F202400956,709907774,MS,M,17,R,GT3,T,1,1,other,services
Laura,F202400957,690213749,MS,M,18,U,LE3,T,1,1,at_home,at_home
Alex,F202400958,196295769,MS,F,16,R,LE3,T,2,2,other,services
Aaron,F202400959,161209143,MS,M,17,U,GT3,T,2,2,other,other
Miranda,F202400960,368811243,MS,M,16,R,GT3,T,3,2,services,other
Brooke,F202400961,781832234,MS,M,16,R,LE3,T,1,1,at_home,other
Jean,F202400962,931896237,MS,M,18,R,GT3,T,1,1,services,other
Sara,F202400963,504011286,MS,M,18,R,GT3,T,3,2,services,other
Brittany,F202400964,887055857,MS,M,19,U,GT3,T,3,2,at_home,services
Kimberly,F202400965,557674370,MS,M,18,U,GT3,T,3,3,at_home,at_home
Autumn,F202400966,289949442,MS,M,16,R,GT3,T,2,2,services,services
Thomas,F202400967,174143181,MS,M,19,U,GT3,T,2,1,at_home,other
Sophia,F202400968,170959290,MS,F,16,U,GT3,A,3,2,services,at_home
Katherine,F202400969,525194232,MS,F,17,U,GT3,T,1,1,other,at_home
Chad,F202400970,655527923,MS,M,20,R,GT3,T,1,1,other,other
Erin,F202400971,614454079,MS,F,18,R,GT3,A,4,3,services,services
Daphne,F202400972,356750343,MS,M,18,R,GT3,T,3,2,other,other
Jamie,F202400973,633738773,MS,M,19,R,GT3,T,1,1,other,services
Stuart,F202400974,474203752,MS,M,17,U,GT3,T,3,3,health,other
Hunter,F202400975,465442327,MS,M,18,U,LE3,T,1,3,at_home,services
Lucy,F202400976,932517454,MS,M,19,R,GT3,T,1,1,other,other
Bradley,F202400977,630426730,MS,F,18,U,GT3,A,1,2,at_home,other
Justin,F202400978,657670134,MS,F,19,U,LE3,A,1,1,at_home,other
Scott,F202400979,183691402,MS,F,18,R,GT3,T,2,2,other,other
Jacqueline,F202400980,689274397,MS,F,17,R,GT3,T,0,0,at_home,other
Donna,F202400981,982646805,MS,F,17,R,LE3,A,3,1,other,at_home
Lucy,F202400982,497915861,MS,F,17,U,GT3,T,4,2,teacher,services
Julie,F202400983,799998146,MS,F,18,R,LE3,T,2,2,services,services
Kathy,F202400984,320565723,MS,F,17,U,GT3,T,4,1,health,at_home
Steven,F202400985,142887844,MS,F,17,U,LE3,T,1,2,at_home,other
Emily,F202400986,416689752,MS,F,18,U,GT3,T,1,1,other,other
Claude,F202400987,973965478,MS,F,18,U,GT3,T,2,2,services,at_home
Jane,F202400988,595915890,MS,F,17,U,GT3,T,3,3,services,services
Michelle,F202400989,614820271,MS,F,18,U,LE3,A,1,2,at_home,other
Jessica,F202400990,662683334,MS,F,18,U,GT3,T,4,4,teacher,teacher
Amber,F202400991,280173709,MS,M,18,U,LE3,T,4,4,services,other
Robert,F202400992,211424125,MS,F,17,U,GT3,T,4,2,other,other
Jasper,F202400993,629308183,MS,F,18,R,GT3,T,2,2,at_home,other
Gregory,F202400994,436733203,MS,M,18,U,LE3,T,1,2,at_home,services
Leah,F202400995,774568994,MS,M,18,R,GT3,T,4,4,at_home,services
Gary,F202400996,557965254,MS,M,17,R,GT3,T,1,1,other,services
Christina,F202400997,506213167,MS,F,18,U,GT3,T,2,2,other,other
Katie,F202400998,477253469,MS,F,18,U,LE3,T,2,2,services,services
Aidan,F202400999,305948927,MS,F,18,R,LE3,A,4,2,teacher,other
Faith,F202401000,102723063,MS,F,18,U,GT3,T,1,1,at_home,services
Dean,F202401001,773733621,MS,F,19,U,GT3,T,1,1,at_home,services
Kenneth,F202401002,205053855,MS,F,17,U,GT3,T,4,2,teacher,other
Stuart,F202401003,449775941,MS,F,17,R,LE3,A,2,1,services,other
Janet,F202401004,364089530,MS,F,18,U,LE3,A,1,1,at_home,services
Claire,F202401005,230523198,MS,F,18,U,GT3,T,1,2,at_home,at_home
Christopher,F202401006,174759025,MS,F,19,R,GT3,A,1,1,at_home,at_home
Clara,F202401007,105632706,MS,F,18,R,GT3,T,2,2,services,other
Mark,F202401008,509257582,MS,M,17,R,GT3,T,4,3,services,other
Jay,F202401009,400759442,MS,F,18,U,GT3,T,3,3,services,services
Alexander,F202401010,508865325,MS,F,17,R,GT3,T,4,4,teacher,services
Jim,F202401011,261104800,MS,F,17,U,LE3,A,3,2,services,other
Amy,F202401012,286106603,MS,M,18,U,LE3,T,1,1,other,services
Isabella,F202401013,469623747,MS,F,18,U,LE3,T,1,1,at_home,services
Brenda,F202401014,621946484,MS,F,18,R,LE3,A,1,2,at_home,other
Dennis,F202401015,288882944,MS,F,18,U,GT3,T,3,3,services,services
Rebecca,F202401016,798944164,MS,F,17,U,LE3,T,4,4,at_home,at_home
Carmen,F202401017,915791326,MS,F,17,R,GT3,T,1,2,other,services
Hunter,F202401018,476031220,MS,M,18,R,GT3,T,1,3,at_home,other
Thomas,F202401019,943694059,MS,M,18,U,LE3,T,4,4,teacher,services
Keith,F202401020,381153229,MS,F,17,R,GT3,T,1,1,other,services
Sarah,F202401021,800232174,MS,F,18,U,GT3,T,2,3,at_home,services
Timothy,F202401022,136667922,MS,F,18,R,GT3,T,4,4,other,teacher
Cassandra,F202401023,875735764,MS,M,18,R,LE3,T,1,2,at_home,services
Chelsea,F202401024,441448232,MS,F,17,U,GT3,T,2,2,other,at_home
Frances,F202401025,154139108,MS,F,17,R,GT3,T,1,2,other,other
Todd,F202401026,536596243,MS,F,18,R,LE3,T,4,4,other,other
Regina,F202401027,471938677,MS,F,18,R,GT3,T,1,1,other,other
Gemma,F202401028,955813000,MS,F,19,R,GT3,T,1,1,at_home,other
Angela,F202401029,503388714,MS,F,18,R,LE3,T,4,4,teacher,services
Diane,F202401030,552891475,MS,F,18,U,GT3,T,3,3,other,other
Gary,F202401031,330513491,MS,F,17,R,GT3,T,3,1,at_home,other
Harper,F202401032,414710611,MS,M,18,U,GT3,T,4,4,teacher,teacher
Robert,F202401033,506714491,MS,M,18,R,GT3,T,2,1,other,other
Kathryn,F202401034,958309359,MS,M,17,U,GT3,T,2,3,other,services
Tammy,F202401035,794764885,MS,M,19,R,GT3,T,1,1,other,services
Connie,F202401036,502903088,MS,M,18,R,GT3,T,4,2,other,other
Richard,F202401037,894177151,MS,F,18,R,GT3,T,2,2,at_home,other
Tanya,F202401038,311721413,MS,F,17,U,GT3,T,4,3,teacher,other
Dennis,F202401039,379900518,MS,F,18,R,GT3,T,4,4,teacher,at_home
Benjamin,F202401040,776692112,MS,F,19,R,GT3,T,2,3,services,other
Tina,F202401041,243754469,MS,F,18,U,LE3,T,3,1,teacher,services
Destiny,F202401042,832615934,MS,F,18,U,GT3,T,1,1,other,other
Chase,F202401043,301115585,MS,M,17,U,LE3,T,3,1,services,services
Susan,F202401044,807583745,MS,M,18,R,LE3,T,3,2,services,other
Roy,F202400396,283085722,GP,F,18,U,GT3,A,4,4,at_home,teacher
April,F202400397,546224232,GP,F,17,U,GT3,T,1,1,at_home,other
Lisa,F202400398,359691856,GP,F,15,U,LE3,T,1,1,at_home,other
Elliott,F202400399,605091295,GP,F,15,U,GT3,T,4,2,health,services
Hunter,F202400400,442032805,GP,F,16,U,GT3,T,3,3,other,other
Madison,F202400401,737519164,GP,M,16,U,LE3,T,4,3,services,other
Morgan,F202400402,447260829,GP,M,16,U,LE3,T,2,2,other,other
Maria,F202400403,349804758,GP,F,17,U,GT3,A,4,4,other,teacher
Dorothy,F202400404,376857224,GP,M,15,U,LE3,A,3,2,services,other
Catherine,F202400405,167754842,GP,M,15,U,GT3,T,3,4,other,other
Janice,F202400406,828384395,GP,F,15,U,GT3,T,4,4,teacher,health
Victor,F202400407,389565812,GP,F,15,U,GT3,T,2,1,services,other
Danielle,F202400408,761478286,GP,M,15,U,LE3,T,4,4,health,services
Christine,F202400409,726430209,GP,M,15,U,GT3,T,4,3,teacher,other
Earl,F202400410,812661623,GP,M,15,U,GT3,A,2,2,other,other
Stephen,F202400411,373664083,GP,F,16,U,GT3,T,4,4,health,other
Miranda,F202400412,338643197,GP,F,16,U,GT3,T,4,4,services,services
Grant,F202400413,541951032,GP,F,16,U,GT3,T,3,3,other,other
June,F202400414,247338036,GP,M,17,U,GT3,T,3,2,services,services
Gerald,F202400415,598196802,GP,M,16,U,LE3,T,4,3,health,other
Albert,F202400416,811079038,GP,M,15,U,GT3,T,4,3,teacher,other
Joe,F202400417,890156233,GP,M,15,U,GT3,T,4,4,health,health
Marcus,F202400418,763854754,GP,M,16,U,LE3,T,4,2,teacher,other
Regina,F202400419,882510862,GP,M,16,U,LE3,T,2,2,other,other
Elliott,F202400420,421465732,GP,F,15,R,GT3,T,2,4,services,health
Adrian,F202400421,909760805,GP,F,16,U,GT3,T,2,2,services,services
Julian,F202400422,715765738,GP,M,15,U,GT3,T,2,2,other,other
Harold,F202400423,785248943,GP,M,15,U,GT3,T,4,2,health,services
Steve,F202400424,427344733,GP,M,16,U,LE3,A,3,4,services,other
Albert,F202400425,425241533,GP,M,16,U,GT3,T,4,4,teacher,teacher
Paula,F202400426,594984998,GP,M,15,U,GT3,T,4,4,health,services
Benjamin,F202400427,262927681,GP,M,15,U,GT3,T,4,4,services,services
Natalie,F202400428,957527769,GP,M,15,R,GT3,T,4,3,teacher,at_home
Andrew,F202400429,272155122,GP,M,15,U,LE3,T,3,3,other,other
Steven,F202400430,908715082,GP,M,16,U,GT3,T,3,2,other,other
Keith,F202400431,613423719,GP,F,15,U,GT3,T,2,3,other,other
Leah,F202400432,450771001,GP,M,15,U,LE3,T,4,3,teacher,services
Nina,F202400433,669769514,GP,M,16,R,GT3,A,4,4,other,teacher
Megan,F202400434,997074186,GP,F,15,R,GT3,T,3,4,services,health
Blair,F202400435,954080492,GP,F,15,R,GT3,T,2,2,at_home,other
Janet,F202400436,554987364,GP,F,16,U,LE3,T,2,2,other,other
Wayne,F202400437,557296661,GP,M,15,U,LE3,T,4,4,teacher,other
Donald,F202400438,471347745,GP,M,15,U,GT3,T,4,4,services,teacher
Jack,F202400439,367347274,GP,M,15,U,GT3,T,2,2,services,services
Alice,F202400440,400458265,GP,F,16,U,LE3,T,2,2,other,at_home
Wendy,F202400441,212833431,GP,F,15,U,LE3,A,4,3,other,other
Warren,F202400442,837067049,GP,F,16,U,LE3,A,3,3,other,services
Joseph,F202400443,664673337,GP,M,16,U,GT3,T,4,3,health,services
Diane,F202400444,275500539,GP,M,15,U,GT3,T,4,2,teacher,other
Howard,F202400445,485210223,GP,F,15,U,GT3,T,4,4,services,teacher
Sylvia,F202400446,140262360,GP,F,16,U,LE3,T,2,2,services,services
Anthony,F202400447,216164628,GP,F,15,U,LE3,T,4,2,health,other
Jessica,F202400448,275787453,GP,M,15,U,LE3,A,4,2,health,health
Elizabeth,F202400449,633798085,GP,F,15,U,GT3,T,4,4,services,services
Jamie,F202400450,830458963,GP,F,15,U,LE3,A,3,3,other,other
Isabella,F202400451,585894541,GP,F,16,U,GT3,A,2,1,other,other
Alex,F202400452,404750308,GP,F,15,U,GT3,A,4,3,services,services
Charlotte,F202400453,723498049,GP,M,15,U,GT3,T,4,4,teacher,health
Francis,F202400454,326316526,GP,M,15,U,LE3,T,1,2,other,at_home
Christina,F202400455,395803871,GP,F,16,U,GT3,T,4,2,services,other
Brian,F202400456,668176691,GP,F,16,R,GT3,T,4,4,health,teacher
Drake,F202400457,596303401,GP,F,16,U,GT3,T,1,1,services,services
Autumn,F202400458,986689414,GP,F,16,U,LE3,T,1,2,other,services
Ethan,F202400459,735623119,GP,F,16,U,GT3,T,4,3,teacher,health
Janice,F202400460,448611901,GP,F,15,U,LE3,T,4,3,services,services
Emma,F202400461,149869491,GP,F,16,U,LE3,T,4,3,teacher,services
Carmen,F202400462,642001960,GP,M,15,U,GT3,A,4,4,other,services
Ronald,F202400463,167184370,GP,F,16,U,GT3,T,3,1,services,other
Darren,F202400464,683044509,GP,F,15,R,LE3,T,2,2,health,services
Frank,F202400465,662329504,GP,F,15,R,LE3,T,3,1,other,other
August,F202400466,819087585,GP,M,16,U,GT3,T,3,1,other,other
Madison,F202400467,521641555,GP,M,15,U,GT3,T,4,2,other,other
Adam,F202400468,876711467,GP,F,15,R,GT3,T,1,1,other,other
Valerie,F202400469,550495760,GP,M,16,U,GT3,T,3,1,other,other
Blair,F202400470,585794519,GP,F,16,U,GT3,T,3,3,other,services
Lynn,F202400471,812673400,GP,M,15,U,GT3,T,4,3,teacher,other
Darren,F202400472,680168996,GP,M,15,U,GT3,T,4,0,teacher,other
Justin,F202400473,697480441,GP,F,16,U,GT3,T,2,2,other,other
Melanie,F202400474,565183713,GP,M,17,U,GT3,T,2,1,other,other
Simon,F202400475,183565534,GP,F,16,U,GT3,T,3,4,at_home,other
Bailey,F202400476,964540349,GP,M,15,U,GT3,T,2,3,other,services
Tyler,F202400477,592251621,GP,M,15,U,GT3,T,2,3,other,other
River,F202400478,806393814,GP,F,15,U,LE3,T,3,2,services,other
Lucas,F202400479,532899357,GP,M,15,U,LE3,T,2,2,services,services
Veronica,F202400480,447173709,GP,F,15,U,GT3,T,1,1,other,other
Owen,F202400481,632015070,GP,F,15,U,GT3,T,4,4,services,services
Zoe,F202400482,681642612,GP,F,16,U,LE3,T,2,2,at_home,other
Elena,F202400483,333665691,GP,F,15,U,GT3,T,4,2,other,other
Jonathan,F202400484,996215055,GP,M,16,U,GT3,T,2,2,services,other
Allison,F202400485,324335472,GP,M,16,U,LE3,A,4,4,teacher,health
Carter,F202400486,911283303,GP,F,16,U,GT3,T,3,3,other,other
Corey,F202400487,829189247,GP,F,15,U,GT3,T,4,3,services,other
Margaret,F202400488,358754051,GP,F,16,U,LE3,T,3,1,other,other
