姓名,学号,证件号,学校,专业,性别,年龄,居住地,家庭规模,父母婚姻状况,母亲受教育水平,父亲受教育水平,母亲工作,父亲工作
VjCRkU7wmA9K1J+IWe2H2bqMHyDMv3VWM11Eri8eevo=,sg1paaZwTEJVsIqPvC9nv8hLw72il/ylsub9UQ/0vzY=,QEJ7Vc7zfBd+iVZhbBy/eW7dATRIjNGQ322AO7h54RRWmYXS5iO1TyNNKmzzQ36S,RUC,人工智能,M,19,U,LE3,A,2,1,doctor,at_home
LmBnIvhSKKbrD5TcCJ0yNd38ESNgun25WKqrN+BGaGQ=,y+xMgmHjZktWsGL+1qQ+yTBX0YV9jSnTbtl9tzaDCdA=,Rl+4iutQePkMH+kZ/B/So73o2wnzBpzdU8GkziHhleA+sGO/qSYu42l4TUxjFYMt,RUC,大数据治理,F,20,R,LE3,T,4,3,at_home,engineer
DU39rUsOPjzHFcaXNEkT+qxC3Si77SGGuL/f2mHRFw0=,x7O0jHIk7zH4lGA9R5rgmXuqznhiCTZ5E13xJFccmI0=,u3x0R2SSJCZky+TcBjPWHjPDP1yWpznqrSPbDC8i9C3CAjSz4xhFgFE83S0Afzva,RUC,应用数学,M,21,R,GT3,T,4,2,businessman,manager
0xV8LWzZvaqsqEtSVWYwRna9N7wP791MwHLVHtFc7BM=,j8MH711uhBFNnWiSd/0HdCvH1fpF5MjA4IybidCdF4g=,si4TBP7d7ouPtSwL6MHcSYb4Syd8Mhq0CIXlmID0sMRZrExW0UcLshr6/AnilIdZ,RUC,大数据治理,F,21,R,LE3,T,1,0,accountant,doctor
MiRlrl8QpdJs64bfZIOw1JWj+V7AJpZFNSeyRsmGS9U=,86WZnralP4OAx3B57tFy2iVWe6nwitiVCzrOtOsHwsg=,dKRBMUEVoVfIptdnlSkcbLJb3vKPKy6ur5oT6ilAJ9Pbu3K2ZYYxNYPKSufDouRy,RUC,应用数学,M,21,U,LE3,T,3,1,lawyer,at_home
UZa1KT+ngvEm3WraAqr2Rd0o2LD6uapYHGrqbaW9pOE=,vxjNpOT5uIUiEq/2Le0Pou3XCteW9diECx+9ZSRJTN4=,PNycsf2XKt8TyMhqVWkjHkFaoCGvDeEebLzdGS/He8c26a48ta+mYeTPyUtksPQb,RUC,人工智能,M,21,R,LE3,A,0,4,civil_servant,worker
8wCT3IqjPAufWpOXBDee69Acfe35WqrUtovYjjq+h4g=,6IU0c8++jzaP8WGqt/RdJ83lq2Oj+t6+KpFp6eP4Vms=,tI8FK9i5TpUgaO50El7TFKC2SVtI8ck7EgYC3V4pUP8/84AnKeJpKeY9EkUIjLuq,RUC,大数据治理,M,21,U,LE3,A,3,3,doctor,lawyer
xwOfWBNLZKv6JOAJsBBOZ1XFvk/Jn0zRxAy7rltiD28=,pmA+LtqwKAYlkqVfjJy+kZlhcVc9ezr4gSqIgTlw2Jc=,OrA2euag2jiF27oYORslryDr9goX9kSEfRamIWjQ5CQeHU1FJcc44U0nKB1IJSrB,RUC,人工智能,M,21,U,GT3,T,4,0,lawyer,businessman
yqJiDLST8pIlCGso7fUVbB4nAlVI9XMWg2x+1rHQyFg=,LB/JP0Q7lFm1pzwsDY+PSt23T0T6FKCYpbDyMyDQnO4=,D2l5zgcQgWIKTVwaAgmAN4Zh7adgOK1LdDDy2PLUH4OCKZDgek1UdgWCq25t4CLL,RUC,人工智能,M,21,U,LE3,A,4,2,lawyer,worker
AW/64wsShzks1vVYyW6qs9qMgEQcjwEf9CdQbNcPw90=,gVyyq8GMTF5uqDU7Sl4paaiix21XXKvUCnurTdQgXMU=,WcgN+bn3yjFwZHmdIvEz0Za6lBYOV8ERJWNetJHufOiQdzdq8kf55Lm2NjjSfnR3,RUC,大数据治理,F,21,R,GT3,A,3,3,at_home,doctor
xnxpzoQvmlihHYMgpV7zPGKz8ntNw9y78lx8oR31rfg=,AI7vwgRHAj3lx/hl+G3sm5wpnPt3UACByDhai5EXTNk=,ujo2vjod+P3sSJFq+l/lm7K7tgpBMcwzu+BUKEsTNQ3YFP3r7JbFyoQwBh8iXBVO,RUC,应用数学,F,20,R,LE3,T,4,1,lawyer,accountant
NtobxA8ix2OyzGX01qe7VUFIDQVsjif3eCxVPdgFb6E=,+crjn/cfJ7f/7Q03NYAstsiid8QZEDPG9y+v7nSppGw=,5cih/vqBe2ey2qi4tCJab+ZiKO/itIHpFfkG17lHMN9v4QpNG5Ul02m/W2IoDHyJ,RUC,应用数学,F,21,U,LE3,A,1,2,manager,engineer
SbSIsxIv0mBDpPlA2d6sRpeYzFZzuTwxZkdAcXTJVkM=,yrQO5Xsf/N2DYE15GG3iYbwUxqTa/hNTC78c7UH1m2c=,Zl/tiYC04JtPJ05kKdSq+FkrBjtfJMGi2NN07ZSJkpivgKmeh2UjsbCp7qO87axD,RUC,人工智能,F,22,R,GT3,T,2,0,self_employed,engineer
ancwA4nbgnZaQ2ikceS2DfK/M7RodFyoRZeoB5i5voM=,GfnODDGHeI1ip9jTC7SSWAFQPtdR5cS7HTlzPmK1ukM=,0Bz93Zbsqcd86xyWrwExHdXaXhCYEfvP5QiV4Yh1AJnf5HOZ7sEex4Qd1YHNiMGo,RUC,大数据治理,F,21,R,GT3,A,4,3,engineer,worker
FPjgoa2HSvq2vuNsBFEScQ7GfS8lDmedGeFN4NWjPnw=,nUhhMQqgl3asbArS9TTMcvXcyONnTwjJPnpw1m358XA=,EqV4oG/LXk6GoF22EmnZAOUft4ri6MMoYPSLyOLGZgraasMfDMZwwMdEUZ0+m1aN,RUC,应用数学,F,20,R,LE3,T,0,4,manager,accountant
AXiYmT4vdayZN1A+T5O4tRIYgEczbILSj07b++nb9Qg=,Tn49ChkZzw+5vAwaUlAJrEsTYa9nJ3XYYBxH7oUp7po=,SEKA/ULs58jSxhYINYn1hvSAWQPQoOFytYTxYMl8nIu6+g4IsgB7SJt1xy3wKQPc,RUC,计算机科学与技术,F,22,U,GT3,T,1,0,businessman,civil_servant
TCNNIyEoJn0WCVI+7y39sksIjfWp5UucFqrgTuG+i+g=,FLnxvlXrPK2TpfZJSiesZ5Trahd7Nvy8T+aVxvRmw18=,xAlJpeGgqcGyts28TIzHXfG5ZX1rF0B43hYVd+aQWUKpUB7dLwrGBteOkHJGxWvW,RUC,应用数学,F,20,R,GT3,T,2,2,businessman,manager
aFblE1nEJGyxpMbhLSDm8ROxDCCFCKkK/btccJeSGSk=,H8sh1w4NiLLBd36kNCLqAS3jwVmNWUaLgWB4H3v3dQE=,+yxWxidSw/QkWYqyBDEgyh5lmQ7CGLV5CuaM9hjP+sYYG7w5rJmfUyWjmgT3Vlp8,RUC,应用数学,M,20,U,LE3,T,4,0,doctor,doctor
s5ozusUMKXx1cOgMP5jXqIbbEa1ftaYQ5VZCAeQ3kQE=,isQUzNMPUnVvMk0geqA/+Weoi23WLaFPJeRkLQhZM9U=,HeGUnIgonbWrzupH5cHO5dvAAgZgFhF4stCpWHI5sX/qyfGj8JLVfRANMukGtklK,RUC,计算机科学与技术,M,20,U,LE3,A,1,3,engineer,at_home
rpByuPgler/8m0aPLjtC5kd3ShDPdU58xDqZhPfUuUU=,+JFijX+FUvk+E7yto08z+h6BdOrSQKU9oCDSc6F0FTU=,hu4BMpq0Zu9AP0XoOgm/ufX/xvVXnI1aud9ZMu+krLhrp77mLfzylD+hmhKHLuhk,RUC,计算机科学与技术,M,19,U,GT3,T,0,0,civil_servant,at_home
e1P2XHSuXfxPe5t3qsGRn18ZIHfi4fokJM2d6WSBzi0=,6mt+et7Cw8bCfXp4GPOhM8chSjQD8wNWXzZzUsU8UOI=,YvBWcSBt5ukWNSe9zSMbfVTWXQEZC5cFtMCA/EaqXokmeY6lPSyFPHFMKrf+xkte,RUC,应用数学,F,22,U,LE3,A,4,1,at_home,engineer
y5pLIrcboH1XtahNYdaaRtEkg/EMVKGhA8Vi6sLef/Q=,nvM7pRehHbkDf76LPKMnxDbCuZyaCOp3ZC5ikoAzkNw=,unwb18onu4f8sVOHWo/JMpskMrf1mTRMRZgFo43++aj9cN/LUUTUrGXDOyT5iXZ8,RUC,人工智能,M,22,U,GT3,T,2,3,at_home,civil_servant
/vHAmU4Ev/tZbbTaxgEsEMCuPZdgAT+lRzVasG/ym5s=,4HvoI945knsuivsqFrMUSnMKJFjy4YZ/Ro5WTsKhp8c=,4krG4NyRsWG3B1RWChDFpovlD7WtsNir3teTIQRHKcQs0Q+e1acN5c1wUXjlGxrp,RUC,应用数学,M,21,U,LE3,T,4,2,teacher,doctor
t0C5a9nJRrJ8ifMaAhxY7NxNdoZ2KYdCVZxP5p674E8=,ZQah6QAwjezQNXdCxFUj+w3ullEaeGFlDA2Gc/aPVPs=,4zYIE9k/DN8p2iSuyJ9UVSf7xdJp7dUcvigIqIH0huUJ2Yhx03erEmIrLCIO9wIw,RUC,应用数学,F,21,U,GT3,T,2,0,manager,at_home
Ndgj7k6kW4LEI0kX2fLPkwYfUNUTKMPIDWQygSmVQPk=,zcIr+xUpgsWPymo0wuKfGqKmNkNnOFOmmAt8bGKX+8E=,qOc9xGz2O1F6yxHnRH8uQSz3yZKVCDqBXOI7VuaqsL2DaBv4IR5HtjsL2e8tZ0B6,RUC,大数据治理,F,19,U,LE3,T,4,1,businessman,self_employed
RgRVPpdv5D83cnkgVTeJLvcCCiq+vvlhMw2stUE88Bs=,mXTTNHwncwi4un3KeiMBKIgdyk6nHQF42dob6mUn04E=,0rgfPPO7dpzf++uRdw9eYZ//zbDMDMUdkjGO3eyJpzJe3ZXxoLP+fGN7i2ioSzT7,RUC,大数据治理,M,20,R,GT3,A,0,1,doctor,teacher
+Dr8wGjclZsfCQI0s1dW+LJJWS/A6GRfLWZxLscryxw=,FeO/R5PB96uZG4E7v98JtjAdFUiGTANpNhsg0kRbrQ0=,pKHcIndi4UyyZrUfYD6tGNsYpBOEwNujUg90I16PcIyXQW5yIDMHe3XPXeqmYbp7,RUC,大数据治理,M,20,U,GT3,T,1,3,teacher,teacher
mJULMqLY5MtVm07qAf9PDHzUaEs+DCZeVA2HVQ5MRfk=,OXMWwGSBC7oaUw3J/HVu2NZ1vKwsUL2fEaw2Du70a7o=,1BALeKgFqEA9sMkzU3C4y3jgAmhpQukZqzcybgHcK+H7/kgjQsWe84KjbNpijxXh,RUC,应用数学,F,19,U,GT3,A,4,1,accountant,manager
6sy2Th8tU17B6lKqHO2BSoBY7TpMrkAisZCLtqwDhWc=,0B55WGjwHt5AoqVlMVSsQyqPbL2SACcKRMEkV2IapIk=,8sAjbNOBS3pdSR1tgVKzcpa/0BAGPVrNfG7MxtfsEKn5QGnqObf2s4YWGJObwpmv,RUC,人工智能,F,21,U,LE3,T,3,2,civil_servant,accountant
Vc0CfBlEOUKpIKNnA81hyLeMyDwmxdpETcTWfy6j//w=,7/bvdnIuCaDfgJ2JplG9Y9ByzW4Lxt3K2UppFWQvwKw=,jPe3aX7pNUvVHsmylFlBRJCegqf3ZEszWdLdcJstUPs53KS2ds6phtGg/P3gLavG,RUC,计算机科学与技术,M,21,R,LE3,A,0,4,at_home,civil_servant
A+Dcvvpmr4cFJO0EP6HhQKkICBHQlpJytluBH/ZUdhc=,O19jJB/motJ43sjJC27zOMRE+KjMJYepLeXqToPymhE=,S5/ivPdd1wx/LM2yU8qBKesPHaDE+dm8TVGvWfy8QdbhL4gVbubLlVIoaVVgz6WJ,RUC,计算机科学与技术,F,19,U,LE3,A,3,4,lawyer,lawyer
f0W4MCU8hMnol3X0Num637ZFZhKOnMJqX4LwFPzZ4Bs=,8+ENtmXqtyi1AorinwQ1r1DiLf6IY+PDvY3zaQFvgxE=,fJPfI+/P55foS4TlsyPgozWkAJbTSS05/YxBkwf26kNm90UIPbahWoJTZDYk5HSr,RUC,应用数学,M,21,R,LE3,A,2,3,teacher,accountant
Cqe3vSSPTmPGr7huzUvMlWCJAAybOEkoLi4ImmzkzpM=,VhWmwOA+mgPzhFv1RhZSd5tYV1btR1q6BkJk769iQhM=,Dw4qwK2I3TPpdNvX4LKe3Lm7ZshD7M9JWzRnxsvdFZOlIEFihZS7tTECtV6m43ed,RUC,计算机科学与技术,M,21,R,LE3,T,3,3,lawyer,doctor
q5iOX509EDgpcWHeOVEJhGJ0UIE4lu90UjqfkDSAbJ8=,++aqrWG/476+tonMxdfT1eNY9vT8Dz22KDZLpn1els4=,LAT9wX5xuUP9EI7BhxFtDtcBkJBbiqoZbtOUaNJFUBlr0LK/yxlVxdM1GNV+JYIU,RUC,大数据治理,M,19,U,GT3,T,4,2,manager,teacher
uo0rKMsrcWF/qWJ+wR9AMEJQ7lXd+HvGrvC9usj7Tes=,Vepo067zCvFLmoV2AsIkm7T8at7BcQYvmn/I5pHBZW8=,OUI7BOvoyaMg/+LEUSmYIniUJfet4o4tCdfezNbHBjfYinD0B5lv8vQpVHrdq0SX,RUC,人工智能,F,20,R,GT3,T,4,3,self_employed,doctor
yWW1BF/51vbiOOv08Gumz/bpMvzCrCw1Ti73fAk3QRI=,eHfsKSp/0Ji4fryZ0aRCQ6Qh5/7opV9hbwt4/kLu+ok=,1x5/oO3qpaekPzj/kFIRgAiNHdnM7nJR/eu96OZij1BI64V90s3gQHzp67Yc5hfL,RUC,计算机科学与技术,M,20,R,GT3,T,1,2,teacher,accountant
D2OsoKFOf0P/aBGJr8C5tX/GvdBPsQ3N6qtKksFMR3I=,meSDu//EzqZHKgyXtVvBVITlVhVeuMMko/6Brr2t9Xk=,P9M+ctRTcPDSyC5QRpO4jY+lOxiU+X2hXbSDCyCEeWEltxjvUXLncH6jcX9ipU6i,RUC,大数据治理,F,19,U,LE3,A,2,2,doctor,businessman
vHDBs3vnT/9NvkaHFGUWrtTp60WS+qvwhVXOcQyT7bc=,6V7NrbbP5BLP9Fqek5GoYcoWkbOfk7bcTbHZ1zjrrBU=,5EER8ADlF9MDd71MCjRV+Qo37gy5UcTzucMMZYTM0ZJA4fTMlrk9EOnutOsoxrch,RUC,应用数学,M,19,R,GT3,T,3,4,manager,accountant
TLcVKO5pErJ+c+pFcTUK+5Dnz1ZInOmiWPtXsbBCRpg=,haS2Z3SxcJBlddI2qi/hPMWIbqo6ugF54CvtjoK5Y5c=,tNTyqPazv/BdVfJKuHNwFbTpovyT+3ODHGfEZCUNODqdEoLqezyV1lpeYwrTH0M7,RUC,计算机科学与技术,F,20,U,LE3,T,1,4,doctor,businessman
gL255l+EYl1WFvkne4Qq4dfgljA5USujyha1ETGgXqU=,BKy70Qfro5Mrt0DLblV4gUwdBZqjojLLY2ayeQ+dwcQ=,eOFUyKDNVHWTOdz606rcsrpkN91mpEuPCMHxeg2OfVfC2AbycK8fTihbP31ucLLG,RUC,大数据治理,M,20,U,GT3,A,1,2,doctor,manager
RnSc6/FIXyWVF4pVeV9aq8KeeMsBegVMBgTlaJMOyZM=,l5TVur1suFUhtV9CnPf5eLigsmDr19ge/yaHd0r6pJM=,Rnd15KQjuqFhrmPHOG0yIGLyjGK8yYc8ZKYoEuEbCG56ZUjv2FTZaKsziDXYPNdn,RUC,大数据治理,F,22,R,LE3,A,3,3,worker,worker
KFfnPSrUYz0wziz5EQOx7VpwDH+PvLdWkPKBOtlFvfg=,+p3zOH6k7w19MX/PucRp2BRQX/t9icgf0ngBCqvsxbg=,01YyKgZmunudwocqghbVffN4lBbsr2UAJKCDi+ScHterLGAglwMOVcZYyqEV3105,RUC,人工智能,M,20,U,GT3,T,0,4,worker,businessman
s2fcoPGvW6NOJrcwESgXKn69+kw3S3YFKXUroMvcdnM=,qH28xmcok/4RNsmEp+UJwwiVrxiKNR7JlOZVqlmWZTI=,elqeewcb3erSzuXBig3flzf227UZWgXPw+gK1zjuiESA9GXtdFk8EatIeWM2XLZT,RUC,应用数学,M,22,U,LE3,A,3,4,doctor,lawyer
sQLU9c10WGl/G3NOHEC9xnp7A1DbQtQb+cU73F9zCMk=,XsmyNWzjQ7Ii0MNi5mxhm3lPAjnQwAEI00ejr3mCgy8=,wwOJwNOUgQw6ryTP28/VuNX/RbxUZrBkF39dRrYLmCAI2DJ/WCN0SrNBI9PmHQJ3,RUC,计算机科学与技术,M,19,U,GT3,A,1,4,manager,engineer
yh9DmMwHZfnyaRrZNoYE5J/COk3moMxaY7DS319KbHI=,4PU/xQ9PA5tWIQ3vzZqVVxg49VVbJBF0EoGDTkyy0eU=,3xOS5F29OEap17cQNHrYkbuHq9AKUHXB7q0wisx1XfbS80u+HQzfbK89PqxXFZe8,RUC,计算机科学与技术,F,21,U,GT3,T,1,1,at_home,civil_servant
05efOGBNujlJJlhtdE8TkWGRGKOejTdXc2OxTrF0aXU=,/62sxqQrNyCWT21QtMmQL+vjfVRZMAEIa4GB4AF+tvc=,KsZtxXyjM8Spm3hK4Ztts+fbbjiOl8wxPU+V4VaTCnobW5seluWHRjQMrcKN6tdq,RUC,大数据治理,F,21,U,GT3,A,4,4,worker,self_employed
95HVp+NdntBCRrY3HJ0HP1at61wEq5aS2yzLHmAkBo0=,UIl8rdx3dpNsyw37aYOpcCZUjx/RE/IcqJbHIjLxguA=,8kMQwdLHdys44S+o7QSjUNtXVaDLP8711CvEHbdqUnMWmOXUPYR+YG91CW0CnSM5,RUC,人工智能,M,19,U,LE3,A,4,3,engineer,businessman
Eop2Ag8YR8lLm20KYrRBSFxJQvm4HTunShMzigfndIc=,YjMit6yR6GDonAWqQpfBmYse5AGyxEn5LbLPQ2gtW5o=,rlNKYWuDpIQhWP4F5KGo2bMruDhOu85NKZVYMJM+fqQyaiEbDgR8ParnWrEMks3p,RUC,大数据治理,M,19,U,LE3,A,2,2,engineer,accountant
ScQRO1JWLoEE79m2a2/Mu9qGZSOuhJLv5yx9cw7PU0U=,nFCpNWs1YEwehtBDmdG7lHvsC+cMmoChlk/UgglDoX4=,/WrIWHW0Xe2rnUnEnDDBTykUFTkBEBnSsFrJojyKUJE2pHOuTu0JfycjXlD/7hGq,RUC,应用数学,F,22,U,LE3,A,1,0,self_employed,self_employed
KIasR38AnmJRmm8gWYGbF6nkMWs7PEU3Axkwjhf1GsM=,K+HIfBjxOJPfbtoUrsm6Vk3GOsIamrxFbAe4Fdyvnlw=,0y3P2EegcfxmWbO0Q5cmeCNXM6wVFtZGzTFdfEar960SpLgOmscHcrPsPVmcVV8t,RUC,大数据治理,M,21,R,LE3,T,1,2,worker,worker
sTVVFdC28dGwULe8IXGBbwzT+nkzQn6rapS26dKOtb8=,DmbRvSLCo3Ey6GkdlXTH/qo0P1FQ76il+Pciiag03f8=,m4gvxqwcFmnDtLuUPC4rXWdMrUU+0ehfq3alN+KnzOfF47FWN7WDw9MthBJUszWX,RUC,大数据治理,F,21,U,GT3,A,2,1,self_employed,civil_servant
c8K7RNZzO1PNWj3laEuXfu7zu3VRrJuYCTtWQXjVYAE=,9XjwiwzcCDMtiOionQfy04WUwPiNt8KshzI+onlGQoE=,nE8gGnSc+kvmXr6BgOP/NkNfRZoG2LhS1Rn8aP63OK6kmM7ZCfQH1Nso4Ya6VvD1,RUC,人工智能,F,21,R,LE3,T,0,2,doctor,businessman
VKX0S55j7eiLTQdc0jVnr0HOvhCXzkkJrJusYbW8dco=,+8cvjl6nA3uIC/STZ7UNbt0COKUEMrXSa8K59ZDuxl0=,oM+shKxUvcU8bVWkZSSVcjgYM1ZQI5UAUVhh4CKeJ2OFKKDRb4I+PrTzKCy/+Fav,RUC,应用数学,M,22,U,LE3,T,3,0,doctor,self_employed
hojiyJKaHexR+rtFpxU0m4Evux3D5xm3KUXozlFHaCo=,AjTXdB8xlzNvpHgSxH/CS4jbhApyrPlpMHKFVGw9TQo=,qcu/3nYrmA+/tel4cNytwbT53ytBf4BqR7N+GZS3nnoMBXyTXLLwz4SEa8WNhUNc,RUC,计算机科学与技术,F,22,R,LE3,T,1,4,businessman,at_home
NREssqnWDGWsFaB7plXcWZfXdn9pfvQH0y45RSvbd7g=,c5y+LuU4kMfmMX8q1muwOLX7/s1qeOTeDKMLWkJjoVI=,W/wH922dWTD3BjVRJ7WaUACcJkA4N/zhc/pTeXZaMLdLDIm7Ft2mHVnzhktX6Fnb,RUC,人工智能,F,21,R,LE3,A,3,2,at_home,civil_servant
o8VQRpicu7LRu/zb7ptXyLSQ+v4iN0xO+02zli2/dzk=,diVRw0o3Ua12CexhB2FXWl2fN1Tu8lyjjdVyq9Hr8XA=,47AxFbfVlAUXEl0vknbBR0GPVZbuwLs3LSOOEkTxKf/ws0M3EeKoIAWslapqSZWz,RUC,应用数学,M,19,U,GT3,A,3,1,civil_servant,engineer
KH2HteBpYwq8cUek3OSX6yJ1coZcCrZS6WutMxT0bnI=,CbFvd2qck9tgAOg1DQ2sI/cDUY3L9zRTMvYDVr5yY9U=,XVzzUvA8zM6E4HeFxCEumCwMUfs4qov35HcZzCOIcekbiPk1YnmR6JebFgqmDxID,RUC,人工智能,M,20,U,GT3,T,2,0,teacher,self_employed
a5Ex9uqZd4tORNTefliR/tL5KpSeraM/LmPg8F3HbD0=,vG4ZRs9/+l8sFhsJVW/NQcBJ5nazB1zBTM6bx4HeQTw=,TJ3Q3wOrmv69Gk6BOYH2ZOhhNMKszRJsGM13DgEBhG1GCLjV9slXDABfea+OKBlU,RUC,计算机科学与技术,F,21,R,GT3,A,1,1,self_employed,worker
3nj+Y8cwTKk1YtkczpqP86RvpBewL/InIrQfuQS/xac=,/fYYw6ND+GwwujyyFGXDcY0lo7nDUDpRf2FX/oNIJ68=,PsOWeUoqEE7lDTFZdyeb1XbqHGQMlpIgHVoYKsgNGKz3t/bnElrPRcN0LrMlbxCi,RUC,人工智能,M,19,U,LE3,T,4,3,civil_servant,civil_servant
0yipki/rDTA9AgACNbK8tJIsQtMG0Q86Xa41FSbJ9ig=,qQRuIFz+gUhYdAKAkOkikJbx5titzrgd0yhUuqlySIc=,JnmZcXey/dFNcTeJlfPD6jnb+LeV8veCxuqB6+MZdp7fx7CZ5s/lE+UoE6j6ssuI,RUC,人工智能,M,21,R,GT3,A,1,4,self_employed,engineer
+56vEV4KG4nBPEdW1MAGtgy2yNJqj9sWVOuMyWQ66LE=,vmm9fQ/M1z6hsEWQN2hVLmW+R1hpRV6DPY5pfNFJSoQ=,hCc6Klb2hwE85qIBKUpxaZsrCu/jze//VHpYgNUSOZsRU6vnRDLiS+gil/TAWRQL,RUC,大数据治理,M,21,R,LE3,A,2,4,civil_servant,engineer
r5Epueb8OIp0eN0Sn3OTutGgnDklfDsXT5hAkex/b7o=,cNmtO4UItvwV01FjIl6pTR75eSJtcndFO2+8UQbGOVM=,HAaAVM8Dc+tWwB6xgDdIpqn28I7cAT3m/6Mo+R/ZhuUn3VlzRDIJiAMe85NOwGvB,RUC,大数据治理,M,20,R,GT3,T,3,3,manager,accountant
zRotDdv1i6ZWM97iesZcTXm2lACwNbox9mj8k+3qGMg=,LtW7yMHfW7iTTiqxc0vpbyMpWLePwJLc5BeGqD8q5e0=,ZOJ0pcGI5MX5I3M17wDx1+cg6RGalwA3ntQueOH3SzLp9nVOlmDeyQ/9DJMzCJYN,RUC,人工智能,F,20,R,LE3,T,3,2,engineer,self_employed
P0M8UeEwc2FzSdJiMRb8C4A5K7gNqN9ognbI80aI4ko=,+GSyt5GvSOZc6BzA3BOH0s0c/Xw9u2YgEqEhvH9YXKU=,Wek1EcGRCuqjjGAy3a40JjoHVYBzOsHC0dNx4xJdkb9G+iEuZQ/8FtPA3CIWr2xl,RUC,应用数学,F,20,U,GT3,T,3,0,doctor,worker
M4cW4X6FuyaHytm1llIFnt0p9e8JLkKZpBXP8vl6SgA=,D3oJdkjAvBzHy0tpSIkUmndHH42B8hR3l2dMRiyTo7g=,Pu9Bk9isHdd6vUDQiLgPmuKSbYCP7evlXC29zt1SY1hpQ26cid+pzivWe5HDrWzt,RUC,应用数学,M,19,R,GT3,T,1,4,civil_servant,accountant
TkDnQS+1rYbM95Ley6o6SsLnHZ8lVHNtNSNZZDyIHY0=,Cu6o71Cv1YTGoKQ9nGbPgnLynsCEkIcKJR6QLna//QU=,Pku7Nbk6fqhqeZJ1dtL2rpDm4W6WbAmbtCqtWk+q+HOWo/Ie9ah3X+lNJ45gKBGH,RUC,大数据治理,F,19,R,LE3,T,1,2,self_employed,worker
ZFGZrB2s0ZWnw1Y8Likl4z1eHP0N+ZrZJ0Sn0iOEL+c=,VtiaxZlaVSUaykGgzNRP7UZV+JZGaVUocg3G7R98Q9s=,75JRs8l+4tmZe+TH6kdV+di2f7ODF3uQ7FEplPooRyw+i/fIHDV4ThhmnKXBE9br,RUC,大数据治理,M,22,R,LE3,T,2,1,self_employed,doctor
qUJ3K9rUsJlz1A7s3rxwT87ZjPO6cOxvoXka2isVimk=,bTFPeGRnoP3gtm/at1qrXXu76uEYUKd7ewKDkxQpIPM=,1ahbilp6H0DDb6ra2hi3MuPqijsOEV9bDylPTs8wqDP+qWtrlz76KOtOOHc/Oz5Z,RUC,应用数学,F,20,U,LE3,T,3,2,worker,lawyer
JbL0iUPHoyUOarMc4qhfyqKCaSyDwd0CyaMGKqzzEog=,TlerUgHkZ/W3IliypB5/+8iUlieBAxU1OlxUsbesn/s=,2WhzxS6azxPHZVVu8CggZfmIsTqz1tEyzU3sBNE7c32ymvyDbkBiEgMLk09PhWtc,RUC,人工智能,F,21,U,GT3,T,4,1,doctor,teacher
1GmHwTRzN2qMU1+2LKPBtm1h2KBry5IDz6hwCwn+gQg=,0HIB+n6iFgQ1e7g3rObXtkFCe8i6QtRxFFT05VZ1bZM=,s3PlDiVQGlfkSkny5MumL97QTPMCx6tzt1JvnhBOREEVpf3fwmOw97Q1TslELoeV,RUC,应用数学,F,22,U,LE3,A,3,4,engineer,doctor
6CjrCSWIo2pQ+kwmP+HNrGwe3rbMFNeLusbYixFNeeE=,7bi8UFgCYj0NX/llvrz0JQeldXJw5QCmeXzXq57Ewlw=,w2yiqPLJlSwpPn9Xfz1rqw8TaUp1SmV8AUVOiCuV5U0Jl+gMG/BUOe866APvONMT,RUC,应用数学,M,21,U,LE3,T,3,2,civil_servant,businessman
gmgwpeFi/ioGX84tcrnZWcRO2GCcHsXyU+hGtv8NR7E=,gI12l6NhcGgYth1aAlm8OgEC6HK4HOKlDa+vbcb1Grs=,a/3SUFwrWpyoo09hu9/2H9+mV46T2iHqIT6RYNrJPTYj+XeVsZMbiR5TTP8yYIkU,RUC,计算机科学与技术,M,21,U,LE3,A,0,0,businessman,engineer
EJD8xPDARP/Waz5bcp5tpugqGehPQKmwPevlR5959XY=,SG+p/QBBQeSFN6X7OYuAXfbU+/01JM9hsCdvNbQ6XPo=,oxbzqWU1loajU4sg40kl8V/DiBM+oq4yglKvxCzXqKsp4EJd8nhpNdPyVfIieWsW,RUC,人工智能,M,19,R,GT3,A,2,1,accountant,teacher
8OCRhp4Bi/x6A1K+ERyKmcqvKyUtNZndg8mhLGfjKYs=,o6KrQ2NCc4ytJD3GWxYQcArn8i8oOvspxnX2Lg1LuW8=,L30LolMUQRGLOSZRsNK351fsLMjDNPib0MsT1aJ+NMDdYevgrwmpkBMNaFT1PxGN,RUC,应用数学,M,21,R,LE3,T,1,2,at_home,at_home
eSO2WHXzY3AxFXnC/5SdmL2M/YC2aFPvxPsa7NpqDyA=,LcjjMFHQupTXSWFyYYnN3L648egKNUTPmShSK3C1xM8=,F4fLx2cE5HWDWYBa6j6N1YOERO+AHXJomg9LTxqj1zsdg3I8Fi1eiGgNM2BshRRF,RUC,应用数学,F,22,R,GT3,A,3,4,civil_servant,businessman
d564HbKOkr9wlErsQJ9/RCgxeJQPV7STpz7sXH6SdFs=,sDvO7PanUUkQwPqm7okqvqZ3c6spkZerj9USqp9ZJOI=,x/c3E+pEIGhAJTRq7oLRCaoo7uR+aF9HVe40cV6cg4jJ7e6IYBn0hlXKHOj1t6+9,RUC,计算机科学与技术,M,22,U,LE3,A,3,3,civil_servant,manager
