姓名,学号,证件号,学校,性别,年龄,居住地,家庭规模,父母婚姻状况,母亲受教育水平,父亲受教育水平,母亲工作,父亲工作
MGQo5AyvHG2ZqrbOja2TwzQuL1rJYdH5t7/Ks/bJCc4=,VKQMX2MIgXON8eANEgVGTJqXlgFA/MREw7imMWb8jDg=,2KV9AyFWkpuk18lqSLHCJG+EYp/i14kLwnzd/FKGhHU=,GP,F,16,U,GT3,T,3,3,other,other
xM18YKIBqvXhNYzeEp8ZEqU7YTiHHtwRHV/1VRHnfuk=,riMZtp+eMnqXY5TWMSpoQYiSUmeCoQKPp9sEBktCkI0=,vkgRnfAuPTDdn8AtfaKLyVH69qkYmZvXs3qnvOz86v8=,GP,F,15,U,GT3,T,4,3,services,other
R4z5qAdExON+Bxrpdh6VzhiqLB/8YTCEdxxyKxgh/bI=,3vmk/fYbXiwkU3LLlms5P/UMTFYkl4VhycLdV+yIP3A=,isInP4UW1glzDbbkGySpq9IsNWfP4j8SYEpW7LMZc3g=,GP,F,16,U,LE3,T,3,1,other,other
+gTFg7qswb/G8bLbuukSSz/zy5L4kxvTUU+osPBt7IM=,FRNZwlcQ/a6Yx0yUytqyslbpKEaNhZS4c4mJezRMz9A=,SQnffAzRtUkHDsa2jTvoaP4sespC7gtARiTlOf8PuuQ=,GP,F,16,U,GT3,T,4,2,teacher,services
jAtzJjEjtAkH11b0PFQA/gc68MxU774Ge7rOW/w8HZg=,aUcWZu6dvJwndphKBNGDKk+zPRK25DC80LRdbhXqmKg=,4cGaPu4wEtTJE0r60G683CWCMIh55NgUO2Nx8Z1hqr4=,GP,M,15,U,LE3,T,2,2,services,health
Kb0KKEmyqnttEFcdWEJKK+Jj0CyjyidQnh50f2ZcS6I=,6cMttT02hLds9ARBqqcqzCk6NgnxV87Zh5ey15l2bZ8=,oHlef58q6hQt2MOCmPwEJhHg/GPiB/P7WnqzU28R5AM=,GP,F,15,R,GT3,T,1,1,at_home,other
upVOvv/OZ/ZJ6cya+ly6NDWztaRoCPDWT7URsh82vxM=,JzoTcN8zjB1mW5O9e+nelaobDqsRt7p12kwMzTFxhK8=,f45rpkGCjtJLjuR4jeWnH9VWZG+Kr+lxg38Oi1Qpzow=,GP,M,16,R,GT3,T,4,3,services,other
kC3TDf7c52i9eO7qBd02EfpIb/PmMhu3rG26dNAI0AE=,5Asi6pLx0z5own1YhszfELILEp0B5SRyqyM8FeSd08M=,zhuzygBLmIKVAogpB7Q+nmrL9AgnEt2ODYL32HXMK5o=,GP,F,16,U,GT3,T,2,1,other,other
DfOje89/GUZpr13mgcmARSaqXnf5mtanb4yAm3SYMLQ=,4tsHB61rM2oNfMNqlPr/P76K9I7Ue4fY370P2FKxDac=,oCFcLkLErsecnrfzyryziwhwQq5oAraAqBRts0p+qRI=,GP,F,16,U,GT3,T,4,4,other,other
RzZakTyrrULvLd2bciZKmRnyNQ063ZBvWk+RfrpfvI4=,k1HY+y6j7e5zJG0zufS+i7U1w3FlJPZP0jKhxD2jRzs=,2Ve2fylWqbWZH4ZrAXrkXKWgaQwaiIbEYGWXnWSQ41M=,GP,F,16,U,GT3,T,4,3,other,at_home
+OODKEYsQSi2Pz+nONDiLzgyhWTIhzmFkw6o5FuYjB0=,BlHFv0jI00pOowANxkozKPeiMos35b6AF5T6x7coPeg=,kL5GIT9dsGScS7eJDkOEWDeslVU1pskAW0YmiiGWVQY=,GP,M,16,U,GT3,T,4,4,services,services
FnBWqJbhGYUFz8c2CQfy8lmotEXig4ooe+Eq2U1mmQQ=,L/VF0tsgqMwtsIfmeMfIcqinOc1V3ojbwnBoihraJ8c=,t9x8ziI/wbd0GOJ1VI0h4xecjvJI6EjGbeMzxZqsIMM=,GP,M,16,U,GT3,T,4,4,services,teacher
GoVJpdOKzBCB45yuxgrEj5Ghd03SVw/j7z3iORYyxWs=,waBmp6dXLzey3GXRnVuOHYp2+f0hzSRSMNdBkGNBGOc=,TVwNTxsmx57TM7beXbHr39a081rx/jlaXlpkASpCBcc=,GP,M,15,U,GT3,T,4,4,services,other
cqOQLEreXWzwX4+Yjkuj/jL/CpNcm0UKFG7ukjf/S9I=,2KcPvxWCcBbuTrkvL/1rlJ5oLdZcKWJ0tsqZY9uK0kM=,RkqKYxrqX5gjKGkVY13yuojIVVgoNmVa3gptWDijOzk=,GP,F,15,U,GT3,T,3,2,services,other
pmfw2jAPm1c0EN4NSHdhNVIPyN+SylM7TwH+AW8VgBs=,KOJYV/hVQVblDMFkHuDT15GizfZyuO9LejmZ7yKLWvo=,bL0F7FrUsyLnQfn7mQwMOLetl50AcgG9MOxiWZUkeLk=,GP,M,15,U,GT3,A,3,4,services,other
qRoxi7lnlwo02KGNoU1b/hE3Wh3mk7yOuFCkm0W7WqE=,6RlPlD6wlML165L+MFuNlwsPqBWyjNXfnSGb+5H6jok=,cPFVghaua2zSrGiQDBoQ/s5Tkv8jwznx36Z9bMdprN8=,GP,F,15,U,GT3,A,3,3,other,health
tc+rmx10HYNtsgEsxzRxAFu7463MdFAIrp6Vw0a6Ve0=,wsuY4Xf58xSfE32kcxjMpOSLw/hpQqAp/J5HToTAu60=,1S+TylFP3x4AIAtFO58sgGtOmfNv5M6eGEF+sdmSSaA=,GP,F,15,U,GT3,T,2,2,other,other
Vut4h4Hxy0TelrbgoqqZoZx4AhU2HO34qqv/UeHquNs=,laywGlF+EHAr14/fPrM6wTLdT1dWBsstg61gK9V4ZBA=,SG2J2VxhwLs6f3P1Ffkimxez0Why6OnkunqWuh9O2UQ=,GP,M,16,U,GT3,T,3,3,services,other
leyAYrcR7ySGZkQ4SbpR/SXaUXSDSTLxcGVu1sc4llw=,1KW4IYWG4vft0Y5Ae7/xMLm3gCqkNMfAgU0dcejzNQs=,4FxLnMrjJfUDMfatB0C6SDgf361FKjbxugMkP+cSkeA=,GP,M,15,R,GT3,T,4,4,other,other
3Go30VP2BKEl5vKjZy9jzUOX0jBVEV4CszGETYQp/RY=,0ECCHVokH4sBWYzlagS5xQ8Zi/QX16ytVvwT90VBi9Q=,BzGER4Q0AD91d4+mbHjuWfrHGdnZyI3YkU/l8FA+LvM=,GP,F,16,U,LE3,T,4,4,health,health
VTbmHy1rwru/8OCNUZosJg3dfALrxMub+8+vJ3i4bCU=,ugfcO4jTXWl9fPp93RCpqCYESbcnvungmcsFzWEjTxc=,0ETZGhpjWYgdz16ZftkPy1UggeuqmdGbuYIKxiA3Y9k=,GP,M,15,U,LE3,A,4,4,teacher,teacher
xb0i5qfZ+FYca4yb96Ttv679Pa9rVRlm7JbHuizspLs=,8JaOhEof+be7JSDr1ywTDp5CNlg/n5A7H9Rm88uit/c=,U+GxcgtunQhiEElibtxn9ZBGjWysXpxkDiPEtBdTaaw=,GP,F,16,R,GT3,T,3,3,services,other
fj1lp42RaNr98iFppFfCGbM9PMfFBAJpxMmaE4QEMC0=,nCuIwFo50FVQZwF4RFHaksSy+xDkQo1RWwl4GIeqUsU=,6kX4xhFOD/3lWSIrQNXpoko6ZMfSvL62iNn17/xZQtc=,GP,F,16,U,GT3,T,2,2,at_home,other
w84WCABg0k4fA24kTAcDzJk9lMz59X8xq15rJKrsyZ0=,Q8HwLxxnJUa9JwuUYGZDO4lHlU3jD+Cs9cy2uVYIed8=,wV+OH3StfHKSj0mYBCG82eSShTfil86XLc7WfQH9RBo=,GP,M,15,U,LE3,T,4,2,teacher,other
0rXzBuA3nLRvQGuC0ujGAJ7dwrvZhwPEq98AQJf7a84=,uhKaxkAK/tZrvEPukcBrELePAQTsUW7glgtfZ5RJk/k=,NUYTiZMHdI/trqOt6W+qcWg9Kc6e8wSbfP/9o7r4hbY=,GP,M,15,R,GT3,T,2,1,health,services
75k/3KfS9ddpbnOxp2PXp4pUihhMpN0b7Wzj6IJkeag=,/YwdrT850+W0AfZ3fTd4IjuJB1L6W3v25fDq462Csrs=,3iuEXDvAUxWv+S49ViTbZ+34oIRretzRYq68QkBlGag=,GP,M,16,U,GT3,T,4,4,teacher,teacher
CG5/WrLVjj62fif+T0mFCFquyrXMPBPS2XO0xHAUo7g=,yQFYwwhWG1+G2ytKuUl1DQg2Hwo648/SN9KtuMeUxms=,f9C/4wT2jvw+KgtW6f12zo4L1y/Cyz/sEB8YqA1cJSA=,GP,M,15,U,GT3,T,4,4,other,teacher
S3w9YaabKkQhnWP2+/qas8mjadEd4jDX9Fhu5kQSGPw=,zVgRetMQPsXnuSvaZ16WaoYg7UQo85Aio3L6Onbhm+s=,cUdggmsOGhvU1kBx4UYx+l1Y/zTfR/bAp/IGdpdRy5s=,GP,M,16,U,GT3,T,3,3,other,services
jGUz18cC8HiuxXaOR3ehU4hHEHAJVCQ/yi19DSwYJto=,Xys7qCr91RboMkaHYMkFfkVxKFT2N2FZKY6/Jb6Tjsg=,+qy4WKDB8ufrGB2k7OSVy1Ni6mt1SrGHcV19BqSznK4=,GP,M,17,R,GT3,T,1,3,other,other
IL6Xl0SGsCZBcFK8KM2x4w4G+1qHk9bdgbDXakmBZ4M=,Fyqu26sudRT2BWWl7bqzzpkq5IzZZjjDTJppTUo39+g=,VuFAB59MyEIlYT2Vz6wLFMTbHAAI8K7VdQMbRJ7is70=,GP,M,15,U,GT3,T,3,4,other,other
ktO6JldzRd+9p2Fucd6ifPdIvVw+J0asgpQ+y7krY4w=,AlhTmWW+C9V7G9Tu3zrDdUabznXxvvtlfAz/LGJ0p/E=,/dAPQnC/2BRSL6JvDEcHthYaDqMoLiS3paqp3zOJxqo=,GP,F,15,U,GT3,T,1,2,at_home,services
AacvO6wL8N6S9y6v57G4YKOFxYoCTBzR1cKaByOEPqU=,8DOm8crK+lb6gStwVqfGRsYi8FOxBrnUtUCmIDbrOJU=,w9ta7ObbHbVForcddAGMBk9MfCflN9AuqtgqO82Ce1Y=,GP,M,15,U,GT3,T,2,2,services,services
B6R/bIlpbJ7PPdUn+SC1SEGul5hxBWyGv7+uE0lkl5A=,5JciT9M7zVf7ZbTQZNWvRY86sQRhSoklqopYOjghPQ0=,cgC8Fhx6w9LSpx2IGeEZGB5fXcqlklXprT9dKsRYGhA=,GP,F,16,U,LE3,T,2,4,other,health
VxERml38TtFqiF/OPSPNjvDtv5i3hlikjqYQMWX30rE=,xK+80cGTjbghjLZcDh2+gNYydUhfisKVtuPYIhaPLSk=,fXxQrDbZRxU39Xz/Q2O1VYmvIOoX9IH7+hJwo/dan0A=,GP,M,16,U,GT3,T,4,4,health,other
0+czNkPxf15sb8Yo//W7z9zY6F/nb2cN14SoOFheCbc=,fktKDlmvxZJ0AEmYr5naGiht0VW6nlTHAopgyw5r6Ns=,NwK9jd30sJRmb2sHFxojJENsOsIfIXGa7gWGVAVrwos=,GP,F,16,U,GT3,T,2,2,other,other
TYPoAnnX2huI82DChfD2HgHpTghl2tbSPSBO3RJGYDY=,wKjsdsXP6LtX279DnAfdy+rduO4WxOnnfp4h3I/4MXk=,rRw6PueregUYudZohPX1m45k7qXU0bsGllHfFu57jCc=,GP,M,15,U,GT3,T,3,4,services,services
mKJO3KT4cMxirMWmBoRDxPl5gU06ka/PKHGo/cBXL7s=,jx5+VwAVVTQMRE8cDVfEerNUtNm/ECczL0h4gmh35Go=,J3g11v596ZwA7uZ5bKG1BT4PX+p2x6Ca3rfwI+ra4Y8=,GP,F,15,U,LE3,A,3,4,other,other
mf4aA60KOEhy79F/Xxogg4uEiGqEL5ANJJSJq88mReE=,Wyx83ekhLvHRsAu8+3iPnuIsOAvONKoh/LF4zIY0gYA=,mvkSTG9rAVrWGgpr01VzPysEAuTBd4IAgV9ukCEw4x8=,GP,F,19,U,GT3,T,0,1,at_home,other
CbV6ZJ4D3nCsoh5nyrI/HLH9Z669u0Ms/F38eKYSK5o=,QHK55i6yD/mKGTHLhikJpSgvWEj4hQjNcpvxzEqoDeY=,/DO67HDgFVPzVXSEk7jPYDyY6gIgHKC6KfzM5mDPXaM=,GP,M,16,R,GT3,T,4,4,teacher,teacher
ozLsteH5UKzmjBr90uXGnFKLrLo6kzTp9tnUQPjBFiQ=,KG1gTGPi5T5xY5Z1HhgV6tyX35qZ0K2r3L3LjWuYwVk=,e569DyvZifkl1inGZfzkKstEhy9Ad4I5EXPHhR36l80=,GP,M,16,U,GT3,T,2,3,other,other
fESwiMRKw6r1T7mf1u44cF7LtqKlwtIC+qmnCY2dy2M=,jWcKcF1TK2QjH/A5LZOVkWqszlqUtlWwIt54n68CGto=,zjk7NfJ8sDNNX4Bk3Si+36MQ4C7tk6FOQn7EXTkQCoY=,GP,F,15,R,GT3,T,3,4,services,teacher
538IxZvsr7OsrvkCutsXXZUmMY6LrVHRIATm4KjQ9Zw=,iOw8z7vttoDWxENQlWDqyQxaxI2w9IWmSRTuQjMdzr8=,VuH8bzEZJWLjsh7N7V3GpRXTWB9kjtVrAfOsr837Gjc=,GP,F,18,U,GT3,T,2,1,services,other
SAA9hKebG9o3+PLIvGPlvw7mk2FFJppM1slLUXWvcTs=,hS4K5mc4pkaZypG+UwD3WfIa5nhnNZV8SNFbBSfK8Y4=,ySnI/qs26gmTSq2uywW8Xdk25js2zPYcvZMr3REYxFI=,GP,F,17,U,LE3,A,2,1,other,other
qlY96QF8KPtOKwTN6J/FUI8kNgVRt9i93FQBFUXgAnw=,dK3z0R2uPbjXSxNKveKKIqDyuh2tEmlhb/ovbFZMGWM=,BAWaeoEEkMTq4GO3EdyS62VeH8/qB/GtizUM924IfBA=,GP,F,15,U,GT3,T,1,1,at_home,other
9FTcEhRh89d2SU3FTnbZzx+Iyy/F55iggNf86RlV4iY=,EcHqR4uhmq3SUyoOF8L5P4EgjvPwMhQOHavWe+g0ajY=,SaOaX5+dhhffauCzW4tWUZ9ONNpYEtAIgM+xSOx8Xxc=,GP,F,17,U,LE3,T,2,2,other,other
UZbii/x1IbnxrgSVvJu/AZ4eo5gElo3cIGTZtwvoDtU=,qEBmbX+mhhcgJVRzjRDo+rGzKvC7Xl6/94gHFT9o0LU=,acHvqd3Li0WJCBM5+2Zs9LgstozAbjjA/+Rdb8nT6fw=,GP,F,16,U,GT3,A,3,4,services,other
5GoPlh6L5q1TlrpP3dwztkfh5tRBs+K6g4dwz2SwdsM=,BMsbCQRIxY6Aiq91gkmifBtFth08ptXfV/ZQyI6IbWE=,G7UOvS3Khd5e9B1Xf398rsjjDTSCQ6OVTbKDBdWWEZ4=,GP,M,16,U,GT3,T,2,1,at_home,other
T2vCFC1VRm8hHttCabb6Lpmk5cX7LSko8fumos2hqFM=,3IRndGzYUre+ANzFm7OG1l0uLO6iz4ZHItX16VvJZdI=,QMjVMUFtRNU6PxKj83WgVZWgsSwyz4aDvU34zOJ+wS0=,GP,F,16,U,GT3,A,2,2,other,other
qJuCs9V7cuC2CCC1kECORcBzNllUiUGcsxZhvEvuGj0=,Cjpm0Vh3cJZPn0D+q+AHnn8o0bmP42VCLLtYQDPIr00=,s3hH88g011MtMw+I2UcvxgANHRU4uMM7w0d6b5yJzGU=,GP,M,15,R,GT3,T,3,4,at_home,teacher
20rr1zT0Hn/QgyfQDWuNOa1JWuzJw4PZpA/maQThmMk=,laz70RGCwo74O5mmLf4qLd4LzgD5KoKS6Y5Mgqse/Ig=,Zst5xHa9nyqgQPVZ16htyyJGMGCuqKwbROHwRsn/E4I=,GP,F,15,U,GT3,T,4,4,services,at_home
KVGCXrPKdiDx+XYAglbaZq6BSYN85rNb9ObbuLqLzFY=,SBCy9T9sk7KjbLEqMhEiaw3sA9yD/DJmp9K3qwBnjRc=,7f7LyOb/LnrgpbVv+lfaE263CpTsj76GwpNR/QG6mWc=,GP,M,17,R,GT3,T,3,4,at_home,other
Z4YHgsJZydO4qEWnnl6X9kO+nsnKoPjFdBnzWjBx4n8=,u0AqNl8vsXcP7jnYnn6P2A0GS5sABgErvyv+TwTyruU=,hxqXP0dTHxL1ncqIJKgYhV4NGXDMe8x2PCq2E6AQadc=,GP,F,16,R,GT3,T,1,1,at_home,other
4UELExHbLq50tnSSg0Qp1Li7py0Sv8uSNP9c58uUylY=,P6j3JB+MM3IuM5B8SvYs/8m53Gm22vUyGDNB7OSGmJ0=,PYLSSksrZb1HkGFILoGZi0GnmuerEpK5Lu1mFzPcCEA=,GP,M,18,U,LE3,T,3,1,services,services
224d/QdUQF3rAO6Z/TCV+dODAViCcgY6HyLHHCpswUM=,6UJkCf6aT9ysxzlNYLqJbv33CZRQFkQ7Iomqhj6Xt00=,xynxOulG3P2GjKyn0sGCxQu/MpByH8Pwa/sx5rYZrFA=,GP,F,18,U,GT3,A,3,2,other,services
puxg0ZHeklZYxdgVGjD0/s6dV+twWf1DTB+jG9FT1UM=,Oi6N2hP4SOYlfAS86v3up1jiLc8TyDdQbE0FVhlc8PA=,HzuTbir95a6mxK+4d28jZ2BJbbuZUaLA6KtO1YZmmr8=,GP,F,16,R,GT3,T,1,1,other,services
cNqeaqUUsdrcvjZR4NJ5Cv1A+3b7rfy+AaiJRLj2ick=,e89MqSp7qxpXHx/MUr5kZfObltvMwqUIGqXIin7sL4A=,65vgG8zunG7CYhjwBInhPJsUG5o4tBaWYfwLnKfwjr8=,GP,F,16,U,GT3,A,3,3,other,other
+zKEZxsUINPGv97ZBBtcUhQf2QVDowsK4q2OBWKKSAA=,0Y2ryH9nqtvB94ErsYKMI2cl3834ZoJar6vwEGGHOZI=,p0qg+N1rD+YRdCGfL9aswzjEAV6OYPoYGSUClhfYpVU=,GP,M,16,U,LE3,T,1,1,services,other
eq0DX9i+bcn2B50SbY80STOBWd8rzDawX+eGjud6dII=,zMhkJlLyxz0aL+Jesx/u9BOifqPYWVtwivN0R5ZzMms=,hw1scSN4TSA/S13DZQUhJMXnr250JOGoVgW7BKVX0rc=,GP,F,15,U,GT3,T,4,4,teacher,teacher
0MxQGUzXyhpxJxsBd17gqd9Cbxt+o/LH4or/lUJgPvw=,QsLbipAIFxJE585JVAkQxIeqspT0AWSqjkRw9A7bshY=,1OIh+g4XhN7XX2wAjdtrSafAdGxQEHWqwiUT+e/qxdo=,GP,F,15,R,GT3,T,1,1,other,other
hbicuxqt9yqtDR4Ehtj0R738n+nIAHeyQa5ZGfoQE+Q=,N9Y0nyMK86OxuBPd5fr9vGmalaflm9CONwSzUciykSM=,moFUovpnxj0vEUw0dWRhWloiyxqHIDxGlpkmjPlREu4=,GP,M,15,U,GT3,T,4,3,teacher,services
C37D7ntv1QWqJpXAm3WsZlBJ9o1RbrF1Q4nV/J188aQ=,9u0dijf9d7Q8W5jS1lMb+XzihhwfZ4pciYPZUxq6neo=,WWgBX1ZP/+2+EjGVqq6MJ9SoVCvBHIjRzYyd4MJl5cY=,GP,F,15,U,GT3,A,3,3,services,services
GHCaxCZ815sGEZ1SBivOPemzn2zaeHPc3Ru8FtAC95w=,/fUcF3McVe3pk4lVFHzkPR0X/hLXF6S8cjnfmzhDU+4=,uU1v2BdSZV4oGfegIu+wmW4WW7OBhMtm2merY1GSNUU=,GP,M,16,U,GT3,T,4,4,services,services
6gjt10YYbu686Y9zSp/s/4OKWa5JjVA3Bj/GLrVl9Sc=,GmOY5X4bpaaEzZUNI+PFhGKRweD6NlPSu70DRZxzzX8=,itF0dcU7MMaiV68+bEq1eLaigKhASvjfatfHNnblG8M=,GP,M,16,U,LE3,T,2,2,services,services
E51LQMaHBfaGpLuRzIHXRbrJWYUqWnAl1MZ15N8iy3g=,+g1QOU9IJ7/Mk6OQxS+v8/CRoeTkpEgDA1Ob/JyaZCs=,m/xTDnEzVymPOeYvptzpgjzGNu5mcFNmG2hQcvw78pA=,GP,F,15,U,GT3,T,4,4,teacher,services
GMoIzrI0Pd7iIcg+5UeJoeuut1EDkKa/nlgjwHoIKSM=,BYB66GNA+/MjJw20STzzESdMwXPGN5ebK61i4aSNLl4=,XEIAWsRTgI5PQCQaO+fq1Va4zuytK6fexKDVr6e++1w=,GP,F,16,U,LE3,T,1,1,at_home,at_home
8mYnk0owk/6t3PcY/cD44BGySEIWJSb83cSHm6q09mo=,oCj+t63f8owim+9SrgR0+rsTNUuanng/7tGns35Slq8=,S9x/5ePuIsCFo+nSyaJ47ysbDVbvMvwN8l2NwswDF3Q=,GP,M,17,U,GT3,T,2,1,other,other
iBsjF1L0xx1Y4VfmL1grxBsZ3eUkzQcqg0BjOrjfYvc=,qkFqkqpQqowzbYdvwRgVX3R7v6/sOMdhMmUCa0Zu3CA=,fJWKf2CQ7mYAGGofUmR/47R4tRxBivpkfJBN0tZwUJY=,GP,F,15,U,GT3,T,1,1,other,services
F4g7UEiY8PMhC4rnIAft9hbLYifLl2y9uRY4TTz+qt4=,EGJmJuGIAjJhk5Pb7bP/OYyw49dRjgo1Ky6f3kWNVos=,AJxgGtZ128JWKhvzFMx/6AaLmSHT2lW1kq223GVLg+k=,GP,F,15,U,LE3,A,2,1,at_home,other
sExxhLqbG8CBavME3CpMoMlxf7rWKXXN4ZzjZJ2qiLg=,B6khgPRvDx0gX2CVZg9Xsz3v2gUgLOGMa7dtFns2VYM=,pWc0n555eXM2I5pX4DDUixLo3MtSXVrnAsbvqaKalw8=,GP,F,15,U,GT3,T,3,2,health,services
gOZMtD9LKgWjW/eUSmtyH0D+xtEgux9qvH/Ahe6DKZc=,1hv+8v/BjdcxT5700lfrLoc1Jfhgu2MP5MPE+l/5kKk=,mY2wVetUtWHyyoV6bLy5zFzFJiWsIL5gbjvTDeTjlLk=,GP,F,15,U,GT3,T,1,2,at_home,other
d3sZNarKY7QB491KL5CesIcupegoDtxdYNDWpMk3R4w=,vlNynpBMjcqz1rUFuzQGAL9uCyEejOD7ThRkJXJajbw=,zCH4VsAMnnvL52ek4TbPMZoKw3EGYf5qLq2rWcj49Us=,GP,F,15,U,GT3,T,1,2,at_home,services
2v2fiL2TLUWruTV48896vJLkUP9MCUvVYP6L8oh3kUQ=,cm7iFYWOwogwKKFBfnsykPNVibuFofDoUGORWcN2f4M=,Jf2vsIxG+GsQ/+jOfK8slqKsDIjnbjpsdtN6FUoo3C8=,GP,M,16,U,GT3,T,4,4,teacher,teacher
ofUxxXSQhwhQWsVyOLQMZLVOMhX3RLsCb0+ThRSTJ4U=,3iu0bHhtFfBB9OAxxmGXzYMgrwKOH7tpe49g8rj2N8w=,vA3h/Jkd2JxUjUcwPP9JYw9nBdsJTAfKDFas2QIFrY4=,GP,M,15,U,LE3,A,2,1,services,other
yuxYDMREMfZ0a/MT29Aj8rfLeqgBrdatjEN8Drk7v7g=,h/2VBZeWHvouIBVIOly3v/hJfMdZuSRPLnSP7cZdJbY=,lCxglW8j5/iDPQOENmc70y68cRsxsmdzBp6WtJ87Y7o=,GP,M,18,U,LE3,T,1,1,other,other
3NuMTMIxf+QZW8IWdk4wllzIUthZmM7L7xSGzT/jie8=,z4tPy4jyGRSddAtCH8hv9C0/M9pgnGAgUkHrUpip+UQ=,QzdIt7Az9+mhTqjIU/T0qci/cJ5zlYhD6qxij4oTzDg=,GP,M,16,U,LE3,T,2,1,at_home,other
fRoa4YYCQqK7SRpPrDbp3Qf1AjUr+ESDtkkshraFoj8=,LIXwNZG2EJQJXyKavjCAtHGTSqZN49V5wSGple/4YGM=,rk5Ro+ABYvh+H4hhEJ1PCDOiP7eAoWp0y9HNJ3O949A=,GP,F,15,R,GT3,T,3,3,services,services
cU6NO/A4CYEhV38dM7xcVVWcihtTnJYjQwzTCXzUHEY=,CvFjZUzEubCkhiYv4bVxuFYAojF77Vu0vL5syDv6GYw=,7fpvQnTK2YSh9dF3a228+ege+qlAVD5aZXQsir2TeEE=,GP,M,19,U,GT3,T,3,2,services,at_home
SCTd6u/Sq6QhzyKf/MHV1fYUlcLVJcgZQcehqUybVo8=,q2wnGAiVJf4dWknZj1GW4J9nY/Zw8yh2/BtDwcHX+9c=,p/bK5ZMjkM6/TgYY4X0ccRJ/K7pG9qjIg++e21LvGEM=,GP,F,17,U,GT3,T,4,4,other,teacher
WZ0WIdlkJIDbOuQytnbe/KMhONCkRZ17s5b5JXTZvjU=,G2kEd3mEOWs/LgwNE8incWOu3Zz5QIeGx4lNXqYC9sM=,R42QV63XLIwFsp7E30ezd14KgfRv8SztYPlGbRJbekU=,GP,M,15,R,GT3,T,2,3,at_home,services
zErbtMneDMSSViM8YJF7hXcF+QxGmso3WiDm3yP1D0Q=,2dl2PYnLT6BAMvmCtBr9hlcaLPzGUgQrd9hsGbHlRV0=,3grpE3SB2Exy2+3j6D1lAAXA5ynyNGNcEeG5pJetxqE=,GP,M,17,R,LE3,T,1,2,other,other
U0xj/AisKxkOZeFnL1BINQHUCFEDksfchSzJq49UiQo=,QzgNyAzlSjtMG/sFSGUJsIzAKoWiZU8fuN9sZgbEtAc=,0Q4vk7OhqHLFHBu3JGDQiJ/jffq4uaUSDa0taOZyV9Q=,GP,F,18,R,GT3,T,1,1,at_home,other
e9kBUJXWLtNR6eK4UZ5QFUht7shXSAG+VLgC/5iJUhQ=,vp82CR5rhJlreHDpwXYhNGrJ1LBnL0m1RZ9FA60e88o=,IomtVYmm+UzL+FW+MIVD6J+oO3VO1a9fVCh4bc6caXQ=,GP,M,16,R,GT3,T,2,2,at_home,other
uexZDotD4WH3uNUmtvnpEqa2Z4a2X2wzcxDeBDiCCs0=,KCQbQxBe6KTuQ+eTt8oBDuVKD4T5wGP2zxSTw4kwkxY=,UEikaG+DvIlpw663jvZeEWybBsvI7Ocq5WHG/2nSBS0=,GP,M,16,U,GT3,T,3,3,other,services
XdBMKayW4tgUKNZ6S2vSwgAriP9cho1Mb3+nVWjJNwg=,ookd1QhIlurWFF2u/g1Q4tGH9zmfkYAXQbMn+97W8uM=,Wf4+x/HxKwmw3iBPZwho7GdGr5gdSy7gZ2xVDtyna6M=,GP,M,16,U,LE3,T,1,2,health,services
s9ScIE7FBMB8DClqzv9xtMULLQN26Sy5lVKMKQ4xOJQ=,diS4bis38hSSqvzcmX7Hu/zi2KIqRTYPESUV684Rrsk=,OCOJgfoshXvp+fWXlfjaTm82WAVb/SA48xBj//DSq5I=,GP,M,17,R,LE3,T,2,1,at_home,other
Y5ZSdBKDP9wVcZqQvJhmQnRLS+ILgHrzJ5bmLFe9LkU=,uwuzFcMzc+2FpWSHvYcLeWKsUwtO2Lj2nVFdTwmteqQ=,S9PbnS2m1K2bxrsRKtJpcomCvsjAwuM8JPGIahfFcFc=,GP,M,17,R,GT3,T,3,2,other,other
XoGHuTWCiwahIgiJHTQe64fM9UnjnIekiHDIREIye/0=,9SeahATK/dgslJRmpUPNKUvizAWR6aC8GpZsTLrNpC0=,GDemmaOwaNe0EQT7sIu0x9spIrSq0iaKeaJe5U4UKQ8=,GP,M,15,U,LE3,T,1,2,other,other
EUmUycul2gYPl8a/K+w5bR6hBvJH4Z7LCCLKhnURVps=,tTZAv3fiiU6RLOw/kEiW9J0MYHECzognfisBB847ukw=,LkFjeALPhoTl908mLaEFQ2C7fTj7BM3NgbkUj/XX9X4=,GP,M,16,U,GT3,T,1,3,at_home,services
dVjIFGuGuzvd5/ig8jUGDnm+RPQhmY9VYNzbWIhot7Q=,8UPa31wpXWCNYRHKvMNcDvZdaRZz5nxr652UpQw6lBI=,ISTYx/VibONrWy4jE1mEoNUtjLsPBFZHmyFtVLVqAZA=,GP,M,17,R,LE3,T,1,1,other,services
4CUYqemswbJFLSRxtNlXcPuoF/KT5RZpFBCiLIAmKd8=,nHT2VMGHGQeixoHHQjZelVkDI5rDbm/MtP6JgS36Pw4=,fYW04Hee4ct2rUCABtCNqEs8kVGmge9Qjm+FY8bOY+g=,GP,M,17,U,GT3,T,3,2,services,services
SiVpHtqX2Gy+vQKFjZvl+IHKU1Pzp2o9lZ+A6tVnA80=,/1SGf/m8f+/BywAp1+bqXrFzqUkSJbMTacCR0ukYFKY=,bh+S36DPCxk4GtCW72zYnKSroAGSNtqhU+OJc8zLdYg=,GP,M,16,U,GT3,T,2,2,other,other
