姓名,学号,原因,往返时间,一周学习天数,课外活动,深造,有恋爱关系,家庭融洽程度,一周空闲时间,一周外出时间,工作日酒精摄入,周末酒精摄入,健康程度
lX//xMRpkzCd7YcSBHtxqcH4sY0lz2kDEO5hZloO/QE=,NET93WrqMpxhH5KvjMjDGlqNsvAs5oCnuR47STX2RXs=,course,8,6,yes,yes,yes,3,5,4,2,3,5
RV29fzHaEJOdG6Hb0DaeBjTUwgW+oSUIKloPszfI+HA=,M/jrlrVJ/76obKUJmYzpLip7w7qrhKPIG06fJklIhjE=,other,2,6,yes,no,yes,2,2,7,4,3,5
xPzYgpwFPMoFziMS/qs4sBP9EVxXWiD0ik0rgSbgPjo=,pMcDjEIrVIU3Fhv/QgfJT23u9yttOTM3CWHoxY5rRxA=,other,4,4,no,yes,yes,5,6,1,4,5,1
+sIFleWAmkpfgm+IEV1ZDLIctprOrzfk0poSZz6Os3c=,NEB2i0Xfshxt1VtVjc9HBy/Je42Aj7ardWbZXegkqvw=,reputation,7,5,no,no,yes,4,3,5,1,4,3
u3kQke4C07XPN/O4aYaZ3TnTiRX2/+Dh7I87qSnUrKQ=,atE/bWlx7Foa1FvkHomkS4tWhZS0BWsJfaJe2Bqt2r0=,home,6,5,no,no,yes,3,6,5,2,5,2
FqPRUZOz6ZwASxqeA9cGBu8rl0/p6WrT9dnXLZPqYnQ=,tdRktQeqFQ/TuBY8t47BjyXzxG6m0PUMAryABMUgJ7w=,course,9,3,no,no,no,2,2,1,1,3,4
QUt/eqQAlTOV+/gkGeGz5wCjgX+GYPR9gWFMTLatDzc=,2avkgBhmmL+BKtNFblPMH2zs6cDNNKY/mGrdrgFYyAI=,reputation,9,1,no,no,no,3,5,7,5,1,2
hHb0KB8+6rODXUccGVUQVAq56jJSrFrNpokLnBG8Vp8=,FuxG/nINNCdR/PzcbzcE5J7mFleG+kSnk8g2CNFqts8=,reputation,6,4,no,yes,yes,1,3,7,2,3,2
j2TXX/a6mHmrfxBJeyxYWz/qGR+wJxhy0LqokTJK6CU=,TpsWTXJCFx6MJeipixNyzZap7R1V1TSjOIVui5jCouQ=,reputation,3,6,no,yes,yes,1,6,2,3,2,5
R8sPFVi+FmwFu3y1CsNZXei9lwbOOYF/6d71uTp4oZw=,RbAheKkr3q7OMt583ZGvvvk6E/d2KvZMBzuGvsimnhA=,course,9,1,yes,yes,yes,5,1,4,4,2,2
jgHTERPeoVh3fylYzTHw5lUrVONNkTgCV4dgptJOpl8=,wdjggas8uuPplcVTnwCP/TjaYwpZHFTruQAXkoFTYCU=,home,8,7,no,yes,yes,2,7,1,1,4,5
ACM5jN8atY8HKdrs6DCnv2btfNiwca66Wl4OXnpt1UM=,x0WTv31UbB4xOY12parLvaiibSPdCx9JyVVnNe9nb9k=,reputation,10,4,yes,no,no,3,7,2,3,3,3
KC0CTajL6ZCJwO/J8J3/+zjdwJL4G4INIc5BgegG5hg=,9gfgzqjVut9kuZehtQE7iFrK1JAHv9UlXlMLMlv9hP8=,reputation,10,7,yes,yes,no,2,6,4,2,4,4
dq4ORtmf3cNgwpts1hxAdpVVaQM/fWN1BevQLXiPkt0=,cCx9Wp7nCvPWz1BRDlZiMqmVHXF5CgjhFVHz9hHKnls=,home,8,2,yes,yes,no,1,1,3,4,1,4
RHGG/LrEbjWgS1EEER5CLcvKKAHOciMjrxOVjAwhCP0=,WN/67czDfEo96lgx3y5rkHNccg5sFBedS8EQw1Nz0ys=,reputation,1,2,yes,yes,yes,5,1,6,1,1,2
4I6Oeepg109Asws2rs2+evhXa+A6klVABHV/f8foLHA=,nRvYa8grhzImpw8YFPDyXZ9GKYynGrhL7DxlChwLVyg=,reputation,2,7,no,yes,no,1,4,1,1,2,1
Cu9WFEIau6+Z38AFOSMARj1RvwA3EsgQNo3pbO83pvI=,LVynFqN22oR8hsHvpCIRzu41AI37QBCUJ0VeB8m9Kdk=,home,7,5,yes,yes,no,1,6,4,4,2,5
jHsWVwnQgzeggCCZrkpKTog/qXAzdL0XLst6Gd25ULk=,vUqWOD07OKmkT4eUbtkdX4JDHudVqz9qoNcQnnFVBcM=,course,5,6,yes,yes,no,5,4,4,5,5,2
BFaueVtLJMn+X9NcUlmINDFYDqBAEIGGaTASa9FbgpA=,BViIJmm7EQmBB18yMo+IX3kWtjw+yQZKdwpBWwnRaX8=,other,1,1,no,no,yes,3,7,4,2,5,3
5glaAILRmNO8dW1r4uF4QAeU7+norVYjhVnDDXrWDYE=,y6aVdxdWHzILqLZGgly4g/CmxD6i6nNoAWl/HkNgpBQ=,reputation,9,4,no,no,no,2,4,2,2,1,2
DwrBWU3OMcj2ACh9Lvbec8lEYeQq9spp05ulZSyFVj0=,2AXLaVbn9eXZVfv8Ng1d14d9xhKx5d6upwBqbGhjNow=,other,3,4,yes,yes,no,2,2,5,4,4,4
gNu6QmIhFkghgEOvLqwLAqFt3gRqxt3xEvmqKp764gM=,bteOC3MtbelYm06tkW64F2AmyuWKUEDjikYhRzWHFGw=,home,10,1,yes,yes,yes,4,1,5,2,4,1
nHROKAa83C+Q4k/zAiuThXVyw+AzwT7Hl9eo8n43nMM=,Lwe5hndE9v7I9hjkqqBrw6bleebxKNkcqiVJ6+imUtg=,reputation,1,5,yes,yes,no,2,5,1,1,3,3
1maxmz6z1onrKTSrq0coibUjECfW/Ra058XqWZfg2p4=,7Ik5LuJjsRdEjLF0F5aioBOdag9zh2Vb51vOwDFTwzo=,other,10,1,yes,no,no,1,5,6,3,2,4
LjzccN0i6+2IzBiOaxXYqCNyw1wR6tKqMZplNW02A/M=,6w7hsg0WWltJSx63J44j3VA99FB39MEr7F3hDCCfPmk=,reputation,5,3,no,no,no,2,6,3,2,4,3
EuRx54fts0Pgiv/WoMhipKs5x9WRehyGnKQ9vdopfro=,IZNRPzA0G21fotIo+z4fIuMktD6NEqm4Sr1wY1Oe/dc=,home,8,2,no,yes,no,1,3,5,3,1,4
1S7T5v3YbK/rIjMAHZ2rvEIw83B7aSkFp1pAymFxT2g=,yJeCzKvHiFvS3LUy3EDr3aNQUM2QbSEJQ1I2XbOqI0s=,other,10,4,yes,yes,yes,3,4,4,3,3,2
r05Hl/54Pbb/5TcycmfhwrDsg/TUKFpu3O2M7eMW/6c=,IG6eKJcYwkS8sTl6shFxMiZkkxq5ieJdfNJ1RqpFHwY=,other,10,1,yes,no,no,3,7,5,2,5,3
AZ6lEbYqa4YdKV/79XORcAfOz0J1w2vnKdTU6GKrn6g=,XKDt/KPHTKur0AYZSSHxZc7zYBCFg01TSEBbsEHwzNs=,reputation,2,4,yes,yes,no,3,4,1,3,1,3
AtIncdKs6coIXtMNio7JxsUyQVwDT6jca2H1Ll/XH90=,idyf/5muUqAZrmf4K5vnyErmggBsQOIDObr1wfqyq6k=,other,7,4,yes,yes,yes,2,3,6,1,3,3
O2f7wCZYaG69sNl6xDYRcblMxRoP91TzfboGspPG5RE=,hJ/3Cv/xjEtSOEIERZSfT19LSOHjoDlxqlAUbZ0aYqE=,home,6,1,yes,no,no,3,4,5,1,3,4
Vrpvi6pUWxNxDUdr1doiUIWv8tcCQKrlFiAl90qBmRs=,jr0W9V7PdWRbG8Ics/vH7dLnsOP56aKNBSDnlp5NYzs=,other,10,2,yes,yes,no,4,4,2,4,1,1
NnDdKFQpgUH+kx+wH40TpBfYCVBKMMM1RDWmlZNSHkY=,C72GaqyjjTs+Ly7WQTxX9qF5rIuT2lw0XDZdQpsOLkg=,course,1,1,no,yes,yes,4,4,6,1,1,3
Hmh6b6W12Rrg2OC4qdXRT5dks7lMDjem6CZOi8krAsg=,M8Quy/Iu30rebt7bQhtQNTSZlx0zjcAWgjUfKGg19Ro=,course,2,1,yes,no,no,1,1,5,2,3,2
27OxyFqP160vWsF1OvjzTK6j6UCfUCgPjLilUYB9JWM=,KMO2hk33nsugD1SmbEd/dbUY21bK41dpe10UclzMCEE=,home,6,3,yes,yes,yes,5,4,6,1,5,3
Lxv5w6Go9ecnInNp+KPhJCM2BVxQrvuz/yyGjuwiMJo=,IO5OmtI6IDM56LM3ipLbozN7uL67jTiN3skeFr6hUT8=,reputation,2,1,yes,no,no,1,5,5,5,4,5
nZlat/hnncYF7f9McY85qs5atojSOKyzbSqpvmOWxLM=,f/hwyLQzDndWwf9pk4j7wS8DM2f0Ca/4TH44ujTGWuw=,home,4,2,no,no,no,3,6,2,1,5,4
9j06uV+OmMv6VwEhzYpGSbE1ovfZM3IpjNXePoPq38A=,3gnQtk/oOVHJwJAvegoNeJ4bWMLLfgn6rWZzt1mmkCA=,home,2,1,no,no,no,5,5,5,3,3,4
qKgFALjRAqW+UtlqSNPcNjVR8E8Qjy0trzlwEYFzrWg=,4b6RWs2lywJSGAN5GLNDRA2slv2+FhYOYUNxzH6yI54=,home,2,4,no,yes,yes,3,2,6,4,2,3
CgZBYN2iIZ1kCkLCt5F7YPj8Vmoa0umGUTlbJvF3NUE=,hSSDKQf7u4dsv+owJ5fM0qCfVZz8vjspHtMnIcROfPw=,home,10,6,no,no,no,1,2,2,4,1,1
OTvXEMDiz8yFeEVjJRSgWwh0EH5wFPO22xTY/cIOP98=,xx/TMhJ2WwZTjG/1Iv8Lgzzie+fqiLXQ1ccX7ZSzFMk=,other,5,3,yes,yes,no,2,5,5,3,5,3
izJ08VYBMIonbhgqheC5K7kg0Q8DZYZKiRpsSL4fXsY=,+8XsukDxTAwqxR0CTagr7QdIMJJ0NojQhxXHeh6EdP0=,other,7,7,yes,no,no,3,7,4,1,2,2
hrnlXNV3y4PWQtLDceMjNPfdWTvnZObaoGOhG2AE0tw=,uyOL0n6sT0EgAAPuBruuFBiF7dgdvG/+eLfCDWTzEN8=,other,4,4,yes,no,yes,5,6,3,5,1,2
TA+oRyiVIrQECdFD0raRK3pU5i1NRga44EXgOcFdWvA=,u4JfeM8A/0HNKZoe06Yl7ak9q+2au6yyME2AYyERLaw=,course,8,1,no,yes,yes,2,2,7,3,4,4
u0rONiUvIu2B9TAapoqnxfHuwDEdeJL5kuhMbpWUn2Y=,oTmCutCK1EkFEdiSOC0yI2jA5csFfEoeHHUAZXS8C6I=,course,1,5,yes,no,yes,3,4,3,1,1,2
Uso+olbSIY8cvQ60E5XRh6zgo/gnrrrksMdau1qXQIQ=,C6FFr50OtDwH22+7c57YZqckzb4mc8EMK3ixYnKCVcM=,other,6,7,no,no,yes,1,5,4,1,2,1
3/BJjOqZfT31989AzL4M75zUzX9cCJmE0nM4ngRjIzU=,SesW6BFXxB/8J50pxFog9v7YF6nzu6YpOGy2vvxV6Ew=,other,7,7,yes,yes,yes,5,7,5,3,3,1
kmB+ea1NPXiNpzhd3jMyf9BijS34GQigH4lJnSsylqQ=,mKPavAwYYDCpJHUW6gdQsuB6+oL08pQg630KHSI731k=,other,3,5,yes,yes,no,1,3,2,3,3,1
TNU8TRxWLhGxdMhPdsoQksbn5OKUE4z21GR2BNu7qJA=,ygyNO1RMkn4EKmcAY3ZyizqkvsKG45OoZqLRPwiSMZg=,course,5,4,yes,no,yes,3,5,1,5,5,2
jBZ0SHC+Y6c6KcVJ71OHTQIo8+MTIhohAHtMuqU1gZY=,d9TkY+1B5cB+hKuourQA6XgMG/vda4WUIiGrtvOFhdM=,course,6,5,yes,yes,no,1,3,7,1,2,3
BwezogYFwto+sI8iSR/WlgZ5M3J2mdKIfZByqPZAarY=,XntviInKc+R8QXPDpwpTq6xk8D5dgt5Nx95uiwNIiPI=,course,7,6,yes,no,yes,2,3,3,4,1,3
2dzD1KPg84BnrZr9I/C9T5JvJBYWABOpUBUsYAKYT0w=,RblB27tVyw72qJbqyjJH+yT72L8+qSpw/+M7xIlRg7Y=,home,5,1,no,yes,yes,5,6,2,5,3,4
Hypkj8v56EKwFRUXnpzsvxuBZdK1ui951+0BfR+iaMU=,0lm17stWBjFwnx5gfCUEMxRMMc8ZLLQfWlJz79g9Pkg=,reputation,4,6,yes,yes,yes,4,5,4,5,2,4
ONj4RsJKZcFqD0GD3/fW2Wjg8OIBZEKgpGIEpsXS5jg=,HcTXAoAjrKpmK8JmE2hKNs9mUYLqRQLvtmwWSN8Y/4Q=,other,6,2,yes,yes,no,2,7,7,1,5,1
yDenekNc1SXLvKa6wcW/iU85rBaXtdT7lAdOcZaYLk0=,oAUY+sNfr4Sps3Bx3RwGRYN/DEYrduSdJ/Q/2OTXq6w=,home,10,4,no,yes,no,3,7,6,2,4,5
LKzn7u+4Lh7CgXFrB1edqCDId/xBVcdA/F+s2TnikjA=,/+dSlvKKtEkXhR1G72C+KHy103C01fezqRwN0rgDKs8=,course,5,3,no,no,no,5,5,7,3,5,4
wWOAKRVElvpbmuIP8Tk0ZDMDC/03k0/cvYc5ck+uyF0=,18nRVdC2aFgNk8NXV39B6qXyN7cnV3xStGMuhrDtivY=,home,8,7,yes,yes,yes,4,6,6,3,3,1
Y6Mu9K4J32H02fTv5Brumd0M1dUPP/rflPxV+mM1b1Y=,alwm/4IOoWnPUsxh6TSiMiHNeikOCMw11MHHmkEEx74=,home,10,3,no,no,no,3,4,1,4,1,3
bsmbvy2ql4biBIWKofMhvl21eZTmxj9PequtmDsxYqc=,cROYemq6r7Q9dBDoXLTlwVKKyZZd6NIWcDAy+dr/dFc=,home,7,1,no,no,no,3,4,6,3,1,5
tD6W7yI/pP/1PQ0GMg2OA3eesnyGDGKdRY9/ElaR+k4=,QVWzu32lxYGVCpOPdYddMU2/LO1F5suK/kmzrBECZZs=,course,3,6,no,yes,no,5,6,4,1,5,5
PjJzg5owXVsomOVDoG7G9GdNyjZajnsGgW8aNSWj1kg=,YnBJWtQMuD//gXQuqPKYJ9dPlidgwMDsRNCLu+m8Fdo=,course,7,3,no,no,yes,2,7,3,3,1,2
gGjVlzHvRFBup5+7jnw2B+eUkahsAyEsQNKI0FmvRyQ=,syncbrCbn4DmRn25KXLxSF9Bg2sdRjxZHQXxePvWyiE=,home,5,2,no,no,yes,5,4,2,5,3,1
QzriTHd5UdByIzXG5qX7GJazBdMF/TIQxu3PZsq73JQ=,3N/4Vx644KQQuMzxClilDN+jC2OpalmUlYmJl6yOiWE=,reputation,7,5,no,no,yes,4,6,1,4,3,2
meudQRxqgT+kNXoXxHnX3PpTmIWC4TpYON+NAjlahiE=,VAUfytZi7Kh/ahy9Oc5Z20OvPd4iMI3XobBgsoD1IBA=,other,10,1,yes,yes,yes,1,1,3,4,2,1
yZ1YKd9jmg3RdvMPOaaxv8luIPHH+j+AHCtnSDzXURk=,b0HvRipGmUSMkoYEmAY2YwmTfCNfkjgu7uWc9IW4iR8=,other,4,2,yes,yes,no,4,4,3,1,5,4
DiblxxgFRAvUqCoUSmVY4h2LwJziWb6Pi6FBhy/KO/U=,FQb2aduu5BzjZNh7A2sdyTGDH+3HBBAFfgjxCSo2bqw=,other,2,2,yes,yes,yes,1,1,2,4,5,5
7yfzVQXFF4TlO1SAf4fBsrLwyONA5A4+mBIvE3olr5g=,Q1eFH1jxKMSNIw/d4TY8+shU9KoVcxFBNomzlIJ73X0=,reputation,6,4,no,yes,no,5,7,7,4,2,2
UMZ6kZvfIp5QeVMP+RgY8tc5oyYYs9AN0/aNtcK8jWQ=,nTrh6jB42JB7/62NKR2Vb9snVtJKMsHhpwq0rLw9rJ0=,reputation,9,1,yes,yes,yes,5,2,4,4,2,4
KL2eZFo3D/vhXDHFtFhrwKR7SqZlaXe38Vtt0Aw4RK8=,RgwXcUSeNlp5fbG+VbJm57stR/iQtl3LwT29CTmLjWE=,reputation,2,4,yes,no,no,4,3,1,1,2,3
otCV0GRIsDf4IVXKmhIm9T4zBu6gAJhf9uxp9Q0d63A=,EMCO7nqlg36Rf1/YEeU0xD4LjkMMR6tVd0d2cPG8L9k=,course,2,5,no,no,no,4,4,6,3,2,1
FydYi8/GVBLqHCNChCURWzrDZs0frk3gAZO/KqSKO4A=,E1ifxmBm8tsXL4UNx+tqgsY49/b62VzheYrMgUZYPzU=,other,4,1,no,no,yes,5,6,6,4,5,3
7uaLF9u77AHwGgbU8r44tvkxqyoUdAZxX6jm3z9wIEM=,l4NPZWDiiTukjEuOAvtt0fe1g5Kxzs+gIiSVkiL5fb0=,reputation,3,4,yes,yes,no,1,6,5,1,2,4
Ic63S+vQyj6xRXrLGO1yOFRCKbg+Vn+yEMubpwPOd3s=,Be545Cb+mr6Nh4U4CNTrMXjXgY59W9BcGS+XW9+j4L4=,course,2,6,yes,yes,no,4,2,2,2,4,3
6e0JStuTORc3y8ZwzwEzZZtAnkPkWco5HXwGScLagMQ=,xHN55jFmXmLGIdO0M7W7EjBMzFg/OsLGvg4WsU19RL0=,course,4,5,no,yes,no,4,7,7,5,3,1
grl6V2UvLLElx8eExMTSqObhNxRlzYB0tZc3daWQTtg=,aJW5jJytKILmOgZ3JxEPuwpwtg0EcZ3irlvl+8Wyhgc=,reputation,7,1,no,yes,yes,4,3,5,5,2,5
eK1deVyiF392Qye8lRHXjg6LUuzZOi4oe6Xln14gXy4=,NPvYeECi+tv10kA34QvBrtOj2q0hhHu42j/3JzWNoDk=,course,3,7,yes,yes,no,5,3,6,5,4,4
Cbg6Fg7oLxn+rVOM227F0yG2Kz1zdw2LYdtQtkIUF/U=,uN1aBNej8Iznh0DTAdZEFSlKyH4sCWTEKq8u4a1EDOk=,course,5,1,yes,yes,yes,1,5,2,1,5,5
h/jaxEx2jp4CSlkeKGI8BZtXbly4EdG77PAMdxz2FJw=,Z0UrIcuhDOEo0IOTN/9ZkRi0A5tVamyzYRkdrYmMo2Y=,course,3,3,yes,yes,no,2,1,3,1,4,1
8H4Bmjp37P0LxVQPCwdrrmITJIKNEzUAMR23PhELlTw=,d0VoH6zFSnLj6q0NRhwF3MA968h7VP2h+tgwFc5X54c=,course,2,6,yes,yes,no,4,3,4,2,4,1
/+1vqMwy+dtDViel6TD/8Y3CRRn7anXpFXwiPkkZGwE=,iaMKlpvWCw2Rp4L12nIA5pXENWPr5yy9gUjg/YBj75A=,home,8,2,yes,yes,yes,2,3,5,2,3,5
bUk2D1A7Xi20RrF2O3wLOmjz67X8qMecG91LEuevx1Y=,kO94AFaSjCpIlklLknzdKU5EXIksh6Ld6nyLd5fBOno=,other,7,5,yes,no,no,3,1,3,5,4,1
WUeK45GRJSDVdfP5xQNqT5J5IJ3JRVjiAYD4YkXHBO8=,Lb6vRJOdGhYHEhZ5UUcI1624Lvn6mpPCKLvMsLYQunw=,home,6,4,yes,no,yes,4,7,7,4,5,4
dvZ02GeZYbBDds982gfeFr8Y0C0SSNk0hXoejZ6fML0=,oPFjvrZb5TJ55pRVj+d2gbnIXsaBbX73Ve3m1U3n7as=,other,10,1,no,no,no,3,3,7,2,4,4
Q5dqBghYY5Biepzcz0UW0vYScVPKNnLOXEq5pD3mHcE=,5ucNL3DE2Z8clnjPMM/P09RSUt0IRSXKwiGnqetNVvU=,course,10,3,no,no,no,5,4,3,1,2,3
HVlvZkC9Jk/Q0mc7s0eTLj3lwESCDmKGw82QJL4eDzA=,1qmqGPW8noJTOiXQ9kZKPcbB+6oGJ1Tm3wCSdrGMb40=,course,9,3,no,no,yes,2,7,6,4,3,3
IJUDhUBCGMoVMvbpkjzXtUewEnEr8HXYj9BPBhHAXFk=,gnKNGoMMqXrVVTh/TNDCrAiqz+fBUbe5dE6bhgBjQWI=,reputation,1,3,yes,yes,yes,3,4,7,2,3,3
m1YwO5KHzV6id+c+ammkNKVLu2x4TlK294CCe22MLyo=,j2xDcqgskkU+X5x37/BPqOuJrCWWSR7MiYl2v+j3Bq0=,reputation,1,6,yes,no,yes,3,6,5,5,2,3
qIHVXxh4WmaXvCdLXLATwBJzzGY9ND/XRmUngpfH1jw=,7ClM4XWJ+0gfeVHyB4vcAwUfqaxvotfqFsU6TsE4tMI=,other,5,2,no,yes,no,1,7,2,1,4,2
KG70BqCU2i0ufKEPLQgnGLpqaDwG8v+pcQjHUEnM0gs=,XnUMhr+w1wc0oNjq3+HExOL89fmQhxEpMgSmx94Al1A=,home,3,3,yes,yes,yes,4,2,2,4,2,3
JmY41RIPIOotpDCuPBDXW5/k0Ei/7puTIttbq66RdpE=,aeaCKByFzDQJBtTvISKYqBszjvBvNS9ydrjO2B2DX4g=,home,1,7,no,no,yes,1,6,3,2,1,5
xL77Lg1xteFpx6Wnz5dXCTNwlCAdGcAAxQebzIsVy6E=,kR65nCbFpXGyYrPzJ9i85crHb0MOK/WsHO8LL7c6OzM=,reputation,8,1,yes,no,yes,5,4,2,4,2,1
Mh9VNESPUMzh4ZcmVR6H9hEGZUUqM1FxqV6CRs3OXvo=,cyntQ5SGsgHLVzye9ol1R7SrR7GAumWZkx8yE09sSAM=,course,6,1,no,yes,yes,5,2,5,5,3,4
mYB4QWlCkycCpoRVCLZS9LMiZYez/tVbLJKkyuQaUQQ=,DP3lNU708Wp/C2/uDaESZHENFGyExackg8drqbv+3ZA=,course,6,2,no,no,yes,5,6,4,1,3,2
jnT1pL6zLvE0BpOc19yNbzM+Awq8XoVo3rooPk/YIS8=,qt09rkPysdFRtC1qjmcfEzJY46XkO1WEo3u2Qv4UxTo=,home,2,3,yes,no,yes,1,6,2,2,4,5
hzJttgzY8Do7I7uTmz2vFF03tn1sZj06e32yhuV6DiE=,u//NqwDMDZodH3Vh8LCalXAuoFtnj3MV8bL8qkNqetw=,other,6,4,yes,no,no,5,7,3,5,5,3
UvopBpUWELX5b95MyGTiFXD/dCxDf2ybc0QB6DnX6Hc=,RhAq9XV7m3agsn9Gm5qbETl/sZiUa5FndB/BZCRtVHk=,other,7,1,no,yes,yes,2,5,2,1,3,5
w6u558+Hjjr0FKkjfr47OGdZieJiY7g7amHCRaxU5ew=,xgMFNRUYulUlUlVX2HlOmDTq9t8cZXKhZF9Cg2lCt70=,course,2,4,no,yes,no,4,7,6,3,5,1
UZP/llkyNY4LI9DhIbkQW5CH2IYgFGo9trBNY4KE6+A=,w92qCVPVRlcUFsF86VSlu1kTmULLYqIRdJ9QFQodR2Y=,course,10,3,no,yes,yes,4,5,5,3,1,2
1u8Fb037Oa1CJdNFwaoai/wr9+vSylh9ZzVFeXMWCAE=,91CBxevD3GlZQfqTqpt7yu7dxwZVu68o0GAno34qBjs=,other,7,5,no,no,yes,3,5,6,3,1,5
8nyMeJEE3tYJVOoZ756Prp2sJDKvVunqnvLN2guGiwY=,aJ70GPirlNNAsRkHO0nS9Es2kDMjO944DmOHhPYeNKw=,reputation,4,2,no,yes,yes,4,1,5,2,4,3
SMR0AmSp68/u9Ope8vEDfWZQ6iIHg+PxiVynVSSA+MY=,wZabKPTxnpRuIDvJ86h21pBGCkLAtGAByNfLFmEALOo=,reputation,10,6,yes,no,no,5,4,7,5,5,4
Ca7x9rJFz5+ZvaXgRGVHjFEmjxMXGfReXCQOHBpq56E=,qdD0QjId9E3sLTvN7E3JhWr+kZC2HGGkmoUrya8OTBc=,other,6,6,yes,yes,yes,3,3,4,1,5,5
BWEFlLHAEPxummVWLDFk8WNEwPtLkGYH8idf84OyVPA=,AU5Pp+dJYEiQfJ7lyWfCjdx4Ray7mQJJCf81xFrq6h0=,course,1,2,no,yes,no,4,3,1,4,3,2
KrgqeXwxcYwutGZnCukFuW7AZihcu7dgcD8wZ11L3cw=,mfvnEXvlNNL7TB4IImByK1MSyIe9IF5ya++iZOcBrQ4=,reputation,10,7,no,yes,no,4,1,5,4,2,5
T6wjCkmCFM9GfoGMWEDAL1XV7e8U/xBrXfQV5HOp87o=,EWzS5koEJTAqESeI1SFcd1A9LsO+SKv8pyzJR6ueqOc=,other,9,6,yes,no,no,4,6,3,3,3,4
nHUCTqnCR7Y0UvpGAovoDnVGLAiyPP5ppxzQb1qPHwE=,Wri7PM++7K8AekisvZdtgrQWz/sKL6iPNi8F8E5SfUA=,course,4,5,yes,no,no,3,1,7,2,3,2
HXPd/7mixJMg8bBfCoh9Cz6/+fMpQHWDh122pRyBOas=,SNW2oV2R1rJAE27Fh/h7Pjek+yINP6Q5XOt1s1tpTOo=,home,3,7,yes,no,yes,4,4,4,5,3,3
Y4e/j10q5NpZ5sqI/loB4AWazumip8E5XXD7SWA34/E=,sIrfV477sxKbakwktZryo2zAQ8qKn+0fsAzfPJJ8TFk=,home,8,5,no,no,no,5,7,2,5,1,1
D9tbA8Uiv/zAgA9+KAwXOzd2MbX7oYGnccO5A5hypLk=,OI1qbGtCzfGcKnwQM/96viC2oaoaSGUg/acwXq2P8jg=,home,8,5,no,yes,no,5,5,4,2,4,2
sl03Ep8oNXgtjltgUx6UeIXIq8ygqIWIyCkbXtInfiA=,SK2EExaIvXQKidn1XGfggNlwekBCeFzijhg6ZQc2H4k=,course,9,2,yes,yes,no,3,5,6,3,5,2
n4vlBh7fnR3f9YpkTxPgOHM28qIoOj6L5l/5G20M1sU=,zq3bKv7Ds5D/tLybag5u8hx83n2qs0iP25rug5iQ0Hc=,reputation,8,4,no,yes,no,2,4,1,1,1,4
yNoU/DT6MyBgxHvgftaF7R2/P6Hy8bp29pLy2qAMBNA=,7+t0cjQ474Vu8e+xo2hdFmiYk3zwZjD0ktQlA8gkl3Q=,other,3,7,yes,yes,yes,1,1,5,4,1,5
5gfriKUEf4v74bua9S38AVGxdu6ca6EwmtiZRix8VhI=,ViHrflDysa+wf4AMGpVSuOMqiQRqf9hsfNYQgT5hJzg=,course,10,5,no,yes,yes,3,2,7,2,4,5
u++pOc6VbaGYRJVmVz4g0CibguvOACjvYMDv0hRbs50=,GkAQAnrEZ9EFYEMayFYV1kGdX3XwpdmxSvStz50/Hag=,course,5,5,yes,no,yes,1,4,3,5,5,1
qakn8NAvY4o2mbCuT1r3E3NHBJNBV9TkV238tX/fLvE=,f+RQ0k3lvA6lk1Dhppuk4HSAS/toWsEYqxrWem5Tnzg=,other,6,2,yes,no,yes,5,1,5,3,3,4
i8/Hh231/9n2J7rpgu1hzF2eGbmehLrU3koqqluJzgc=,+e3VJ0hXWTyPLBzgd1Nrv7z1h6pjxoa0bzKawVn5eyc=,home,10,6,yes,no,no,5,5,1,5,1,3
ixqAmkv380P6AG2hUoyLr8WUU67+7OLNreEe/hbqIUM=,IL/O6UXpTtJf7Xm7zLLh2/Z7M7OH2kLKXUOEJSeUKfY=,other,10,4,no,no,yes,2,6,2,1,5,1
3tOzIJxnRcvKE3N2D7nd5boDLbJwTeFIEkie5S+zevo=,vrCjyycr4yOsuExvBZWIdHSOAUT+4+1rM/4AiZh2Hp8=,other,3,6,no,no,yes,4,3,5,2,3,1
tl8vN1iKPc1Q186keIOvMbs6xAE/r7K2BiURXQ6LM8o=,5yC8VhJVokKcpfD2wqatq4Q/Wf5co/viATRaaI7Qoq0=,other,5,7,no,no,no,3,3,5,5,2,3
IGtIPOJ0fUaPcPrcHzoert7Nrkx+B1t5mYvgNrst7IE=,fJ5DxBlF3dbS+jfjFzCQjakVdg/8ghpf4nP9HyuSa4I=,course,7,2,yes,no,no,3,1,3,4,5,4
pBIy5l78bwun6Ob0CTdrr/+OkMBKEV6uv7m5oiL6Kc4=,pjn+2sgNPIgR7biXlEcEn4BB8xPcIA1KkzAxyKRpVXc=,reputation,1,6,yes,yes,yes,4,1,7,3,3,5
Eo48SPcau5d8biydxFABTlIZxkRsYBw6xeSERvhbY7M=,c+x4y/TIKttBQjvNfeIiMFYp3Uiv1XITZzIEt/mpo5M=,home,7,4,yes,yes,no,5,2,1,4,4,5
zcUUS0sZyJqQCFnven6sqbVYDu/gqRNKAHWX3Fa6OXU=,/yeF1ozUn3U+bAMi42BatR+GpvNCvu6DaSQMQAynjz8=,home,1,5,no,yes,yes,4,5,6,2,1,3
SVHQ9oDLdMYkNI3mo8eKSYjJW0rtPrXKkdCir9sSNJM=,GYuttObaWJAi6UD0Gtc2R2uUKW6RG5yMCO1f120Xc3A=,reputation,8,2,no,no,no,3,3,7,1,5,4
