姓名,学号,挂科次数,gpa
郭欣诺,2022000846,0,3.83
彭建华,2022000847,0,3.92
丁敏,2022000848,3,3.67
高超,2022000849,2,3.86
吴芳,2022000850,2,3.25
傅欣慧,2022000851,1,3.51
曾志强,2022000852,1,3.02
卢娟,2022000853,0,3.51
邓雨泽,2022000854,0,3.82
郑雨晴,2022000855,0,3.65
萧勇,2022000856,4,3.78
高云,2022000857,4,3.35
吕雨轩,2022000858,0,3.84
张浩宇,2022000859,0,3.59
孙静,2022000860,2,3.81
郑语蝶,2022000861,2,4.0
梁杰,2022000862,3,3.56
林欣诺,2022000863,2,3.47
傅浩然,2022000864,2,3.07
陈建军,2022000865,0,3.58
杨志强,2022000866,2,3.14
薛欣欣,2022000867,4,3.43
林玲,2022000868,4,3.36
董欣悦,2022000869,4,3.84
曾静,2022000870,4,3.46
郑玲,2022000871,4,3.88
吕平,2022000872,1,3.08
吴桂兰,2022000873,0,3.13
李芬,2022000874,3,3.35
苏建军,2022000875,0,3.08
程艳,2022000876,3,3.54
孙雨泽,2022000877,0,3.12
韩建华,2022000878,2,3.31
叶浩然,2022000879,2,3.76
蔡平,2022000880,2,3.83
刘玲,2022000881,1,3.32
王雨轩,2022000882,0,3.39
刘欣诺,2022000883,2,3.07
杨雨涵,2022000884,1,3.87
彭文,2022000885,2,3.37
卢国文,2022000886,1,3.66
郭子轩,2022000887,3,3.42
彭涛,2022000888,3,3.22
傅平,2022000889,3,3.22
徐丽,2022000890,2,3.24
张浩天,2022000891,4,3.45
韩浩天,2022000892,2,3.21
丁梦璐,2022000893,1,3.45
周浩然,2022000894,1,3.25
朱志华,2022000895,4,3.56
刘芳,2022000896,1,3.93
胡建国,2022000897,4,3.77
刘超,2022000898,0,3.13
许国华,2022000899,3,3.97
赵国文,2022000900,1,3.66
郭建华,2022000901,0,3.9
萧浩轩,2022000902,1,3.69
曹敏,2022000903,4,3.88
林国华,2022000904,0,3.27
宋雨泽,2022000905,4,3.84
黄芬,2022000906,1,3.71
郑志文,2022000907,3,3.47
陈文,2022000908,2,3.4
赵娜,2022000909,2,3.94
朱芳,2022000910,0,3.97
许敏,2022000911,3,3.88
叶建军,2022000912,3,3.03
唐建军,2022000913,0,3.44
吴秀英,2022000914,4,3.23
韩子轩,2022000915,3,3.5
高秀英,2022000916,3,3.68
刘梦涵,2022000917,2,3.69
曾涛,2022000918,1,3.36
沈芬,2022000919,0,3.71
阎子豪,2022000920,3,3.84
郭雨欣,2022000921,0,3.49
唐宇轩,2022000922,2,3.13
冯国文,2022000923,0,3.9
高洋,2022000924,2,3.63
赵志华,2022000925,1,3.2
蒋欣悦,2022000926,3,3.53
梁勇,2022000927,2,3.84
郭梦璐,2022000928,2,3.41
彭国文,2022000929,3,3.66
何桂兰,2022000930,3,3.52
郑桂英,2022000931,1,3.07
林国文,2022000932,2,3.85
魏志强,2022000933,2,3.85
阎语涵,2022000934,2,3.71
蒋明,2022000935,1,3.31
傅强,2022000936,3,3.82
朱雨泽,2022000937,4,3.64
刘浩轩,2022000938,3,3.28
刘平,2022000939,1,3.3
贾建华,2022000940,4,3.58
程欣慧,2022000941,0,3.72
唐芬,2022000942,4,3.11
杨秀兰,2022000943,3,3.28
于国庆,2022000944,3,3.58
沈国强,2022000945,1,3.4
冯芬,2022000946,2,3.1
谢欣怡,2022000947,4,3.37
胡梦茜,2022000948,0,3.44
冯浩天,2022000949,2,3.01
蒋敏,2022000950,3,3.93
谢敏,2022000951,2,3.27
赵欣怡,2022000952,4,3.98
宋国庆,2022000953,3,3.94
胡娟,2022000954,1,3.73
马伟,2022000955,3,3.33
罗浩轩,2022000956,2,3.63
宋子轩,2022000957,1,3.41
马雨轩,2022000958,1,3.33
苏宇轩,2022000959,0,3.02
高勇,2022000960,0,3.73
董欣欣,2022000961,2,3.28
彭刚,2022000962,2,3.82
吴国文,2022000963,3,3.39
宋欣慧,2022000964,4,3.6
高桂英,2022000965,3,3.35
王欣然,2022000966,2,3.5
郭明,2022000967,2,3.82
刘宇轩,2022000968,4,3.87
宋宇轩,2022000969,3,3.49
蔡欣怡,2022000970,4,3.06
袁刚,2022000971,3,3.86
冯静,2022000972,2,3.11
贾超,2022000973,4,3.76
唐建华,2022000974,0,3.18
曹刚,2022000975,0,3.17
丁欣然,2022000976,1,3.88
于欣悦,2022000977,2,3.69
林艳,2022000978,4,3.26
宋子豪,2022000979,0,3.0
阎秀英,2022000980,0,3.06
许语蝶,2022000981,2,3.04
谢语蝶,2022000982,1,3.78
蒋子豪,2022000983,2,3.32
罗洋,2022000984,3,3.79
王欣欣,2022000985,3,3.2
徐欣悦,2022000986,2,3.85
何国强,2022000987,1,3.75
宋建华,2022000988,4,3.08
郑洋,2022000989,4,3.2
宋超,2022000990,2,3.76
刘子豪,2022000991,2,3.4
胡桂兰,2022000992,3,3.71
朱浩天,2022000993,0,3.7
苏浩宇,2022000994,2,3.21
陈云,2022000995,4,3.16
曹语蝶,2022000996,3,3.34
王秀英,2022000997,2,3.05
高雨泽,2022000998,3,3.54
郭梦琪,2022000999,1,3.53
